District,District Code,fiscal_year,total_expenditures,ppe_total,pupils_enrolled_plus_outplaced,pupils_enrolled_in_district,pupils_transported,exp_central_and_other_support_services,exp_enterprise_operations,exp_food_services,exp_instruction,exp_minor_school_construction,exp_operation_and_maintenance_of_plant,exp_student_transportation_services,exp_support_services_general_administration,exp_support_services_instruction,exp_support_services_school_based_administration,exp_support_services_students,ppe_central_and_other_support_services,ppe_enterprise_operations,ppe_food_services,ppe_instruction,ppe_minor_school_construction,ppe_operation_and_maintenance_of_plant,ppe_student_transportation_services,ppe_support_services_general_administration,ppe_support_services_instruction,ppe_support_services_school_based_administration,ppe_support_services_students,cpi_u,deflator,ppe_total_real,total_expenditures_real,exp_central_and_other_support_services_real,exp_enterprise_operations_real,exp_food_services_real,exp_instruction_real,exp_minor_school_construction_real,exp_operation_and_maintenance_of_plant_real,exp_student_transportation_services_real,exp_support_services_general_administration_real,exp_support_services_instruction_real,exp_support_services_school_based_administration_real,exp_support_services_students_real,ppe_central_and_other_support_services_real,ppe_enterprise_operations_real,ppe_food_services_real,ppe_instruction_real,ppe_minor_school_construction_real,ppe_operation_and_maintenance_of_plant_real,ppe_student_transportation_services_real,ppe_support_services_general_administration_real,ppe_support_services_instruction_real,ppe_support_services_school_based_administration_real,ppe_support_services_students_real
Greenwich School District,0570011,2020,205235225.0,22645.0,9063.0,9018.0,4771.0,3398604.0,0.0,0.0,146216652.0,,14656937.0,6036955.0,13222776.0,12477741.0,0.0,9225560.0,377.0,0.0,0.0,16133.0,,1625.0,1265.0,1466.0,1384.0,0.0,1023.0,258.856,1.2437880520443798,28165.58043854498,255269120.71364,4227143.048830237,0.0,0.0,181862524.76753098,,18230123.120167196,7508692.499729579,16446330.803659176,15519665.172304291,0.0,11474641.301418548,468.90809562073116,0.0,0.0,20066.03264363198,,2021.1555845721173,1573.3918858361405,1823.3932842970607,1721.4026640294217,0.0,1272.3951772414005
Griswold School District,0580011,2020,29067351.0,15945.0,1823.0,1765.0,1677.0,3524970.0,0.0,0.0,20281551.0,,1937348.0,1828147.0,40931.0,134285.0,1302767.0,17353.0,1997.0,0.0,0.0,11125.0,,1098.0,1090.0,23.0,76.0,738.0,10.0,258.856,1.2437880520443798,19832.200489847637,36153623.878380254,4384315.569814878,0.0,0.0,25225950.810728744,,2409650.2950520753,2273827.3959807768,50909.48875822851,167022.07856877954,1620366.0291977006,21583.454067126124,2483.8447399326265,0.0,0.0,13837.142078993726,,1365.679281144729,1355.728976728374,28.607125197020736,94.52789195537287,917.9155824087522,12.437880520443798
Groton School District,0590011,2020,80458371.0,17068.0,4714.0,4252.0,3426.0,1800336.0,0.0,0.0,48858547.0,,6521579.0,5335459.0,1819082.0,1712836.0,4563816.0,9846716.0,423.0,0.0,0.0,10365.0,,1534.0,1557.0,428.0,403.0,1073.0,2316.0,258.856,1.2437880520443798,21228.974472293474,100073160.53675401,2239236.4064653707,0.0,0.0,60769676.99884877,,8111462.040663535,6636180.156372654,2262552.4572889945,2130404.951911487,5676419.812528973,12247227.712674227,526.1223460147727,0.0,0.0,12891.863159439998,,1907.9708718360787,1936.5779970330993,532.3412862749946,501.2465849738851,1334.5845798436196,2880.6131285347838
Guilford School District,0600011,2020,63029820.0,19123.0,3296.0,3236.0,3295.0,503785.0,834967.0,166154.0,38285676.0,,6984629.0,3817953.0,1964338.0,2111352.0,4222706.0,4138260.0,156.0,258.0,51.0,11616.0,,2158.0,1159.0,607.0,652.0,1305.0,1279.0,258.856,1.2437880520443798,23784.958919244677,78395737.0385079,626601.7637991778,1038521.9784513396,206660.35999938188,47619266.37324227,,8687398.098162685,4748724.3246669965,2443220.134576753,2626074.3912600055,5252151.270096115,5147118.344253175,194.03093611892325,320.89731742745,63.43319065426337,14447.842012547517,,2684.0946163117715,1441.5503523194361,754.9793475909386,810.9498099329356,1623.1434079179157,1590.8049185647617
Hamden School District,0620011,2020,131200954.0,20172.0,6504.0,5408.0,5119.0,2308916.0,5315533.0,0.0,88212184.0,,6590584.0,7666113.0,3959789.0,2022421.0,5659251.0,9466162.0,427.0,983.0,0.0,13563.0,,1219.0,1498.0,732.0,374.0,1046.0,1750.0,258.856,1.2437880520443798,25089.692585839228,163186179.0020243,2871802.1339741014,6611396.435647618,0.0,109717260.5039404,,8197289.635194857,9535019.755022097,4925138.246816763,2515463.0760036465,7038908.777320208,11773899.19431653,531.0974982229502,1222.6436551596253,0.0,16869.49734987792,,1516.177635442099,1863.194501962481,910.452854096486,465.17673146459805,1301.0023024384213,2176.6290910776647
Hampton School District,0630011,2020,2348405.0,25807.0,91.0,90.0,135.0,67372.0,0.0,27253.0,1425888.0,,229704.0,170075.0,107523.0,2692.0,178074.0,139824.0,749.0,0.0,303.0,15669.0,,2552.0,1260.0,1195.0,30.0,1979.0,1554.0,258.856,1.2437880520443798,32098.43825910931,2920918.080361282,83796.48864233396,0.0,33896.95578236548,1773502.4579534566,,285703.0907068022,211537.2529514479,133735.82271996784,3348.2774361034703,221486.3135797509,173911.42058905336,931.5972509812404,0.0,376.8677797694471,19488.914987483386,,3174.1471088172575,1567.1729455759187,1486.326722193034,37.313641561331394,2461.4565549958274,1932.8466328769662
Hartford School District,0640011,2020,408608045.0,17496.0,23354.0,18277.0,9296.0,13631748.0,0.0,0.0,262023279.0,,38126945.0,18926837.0,8013739.0,11259614.0,22578353.0,34047531.0,746.0,0.0,0.0,11220.0,,2086.0,2036.0,438.0,616.0,1235.0,1863.0,258.856,1.2437880520443798,21761.315758568468,508221804.3402123,16955005.29087987,0.0,0.0,325901423.77769107,,47421838.651953205,23540973.72359149,9967392.820402076,14004573.363831628,28082685.69624038,42347912.259410635,927.8658868251073,0.0,0.0,13955.301943937942,,2594.5418765645763,2532.352473962357,544.7791667954384,766.173440059338,1536.078244274809,2317.1771409586795
Hartland School District,0650011,2020,5519362.0,22620.0,244.0,157.0,225.0,87083.0,132100.0,0.0,3421656.0,,512537.0,285861.0,191415.0,163758.0,254719.0,470234.0,555.0,841.0,0.0,14023.0,,3265.0,1270.0,1219.0,1043.0,1622.0,2995.0,258.856,1.2437880520443798,28134.48573724387,6864916.510507773,108312.79493618073,164304.40167506257,0.0,4255814.851005964,,637487.3968306703,355550.49634545844,238079.68998207495,203680.24382668355,316816.4488286924,584871.4308650369,690.3023688846308,1046.0257517693235,0.0,17441.63985381834,,4060.9679899249,1579.6108260963624,1516.177635442099,1297.2709382822882,2017.424220415984,3725.1452158729176
Hebron School District,0670011,2020,11936126.0,17631.0,677.0,658.0,579.0,304737.0,0.0,16305.0,7325751.0,,967120.0,458903.0,563398.0,936902.0,603643.0,759366.0,463.0,0.0,25.0,10821.0,,1470.0,793.0,856.0,1424.0,917.0,1154.0,258.856,1.2437880520443798,21929.22714559446,14846010.906496275,379028.2396158482,0.0,20279.964188583614,9111681.566052167,,1202892.3008931605,570778.068447322,700747.7009456995,1165307.5135364835,750803.9511002256,944490.3579287325,575.8738680965479,0.0,31.094701301109495,13459.030511172234,,1828.3684365052384,986.3239252711932,1064.6825725499891,1771.1541861111969,1140.5536437246963,1435.3314120592142
Highville Charter School District,2860013,2020,4776993.0,10385.0,460.0,460.0,1.0,172475.0,11604.0,0.0,2333761.0,,463896.0,10585.0,131639.0,424946.0,555335.0,672750.0,375.0,25.0,0.0,5073.0,,1008.0,10585.0,286.0,924.0,1207.0,1462.0,258.856,1.2437880520443798,12916.738920480884,5941566.818099638,214522.34427635442,14432.916555922984,0.0,2902704.0481271436,,576988.3021911796,13165.49653088976,163731.0153830701,528542.7575640511,690719.0378820656,836758.4120128566,466.42051951664246,31.094701301109495,0.0,6309.736788021139,,1253.7383564607348,13165.49653088976,355.7233828846926,1149.260160089007,1501.2521788175663,1818.4181320888833
Integrated Day Charter School District,2640013,2020,4297909.0,12210.0,352.0,352.0,352.0,410472.0,0.0,0.0,2295958.0,,426490.0,6041.0,120250.0,106215.0,535708.0,396775.0,1166.0,0.0,0.0,6523.0,,1212.0,17.0,342.0,302.0,1522.0,1127.0,258.856,1.2437880520443798,15186.652115461877,5345687.862974009,510540.16929876065,0.0,0.0,2855685.12839571,,530463.1663164075,7513.723622400098,149565.51325833666,132108.94794789382,666307.2097845906,493504.0043499088,1450.256868683747,0.0,0.0,8113.22946348549,,1507.4711190777884,21.144396884754457,425.3755137991779,375.6239917174027,1893.045415211546,1401.749134654016
Interdistrict School for Arts and Comm District,2650013,2020,4071319.0,14593.0,279.0,279.0,279.0,945105.0,0.0,0.0,2012577.0,,357448.0,615.0,0.0,410105.0,218105.0,127363.0,3387.0,0.0,0.0,7214.0,,1281.0,2.0,0.0,1470.0,782.0,456.0,258.856,1.2437880520443798,18150.599043483635,5063857.928261273,1175510.3069274037,0.0,0.0,2503219.2264193217,,444589.55162715947,764.9296520072936,0.0,510083.6990836604,271276.39309113944,158412.57767252834,4212.710132274315,0.0,0.0,8972.687007448156,,1593.2924946688506,2.4875761040887596,0.0,1828.3684365052384,972.6422566987051,567.1673517322372
Jumoke Academy District,2610013,2020,9392241.0,13303.0,706.0,706.0,0.0,53716.0,0.0,0.0,4694620.0,,1031926.0,0.0,14417.0,110743.0,2523525.0,963294.0,76.0,0.0,0.0,6650.0,,1462.0,0.0,20.0,157.0,3574.0,1364.0,258.856,1.2437880520443798,16546.112456346385,11681957.137721358,66811.3190036159,0.0,0.0,5839112.2648885865,,1283497.2293939486,0.0,17931.692346323824,137740.82024755076,3138730.2440352933,1198133.5678060388,94.52789195537287,0.0,0.0,8271.190546095126,,1818.4181320888833,0.0,24.875761040887596,195.27472417096763,4445.298498006613,1696.526902988534
Kent School District,0680011,2020,5667774.0,27381.0,207.0,205.0,243.0,0.0,50000.0,50500.0,3798886.0,,518699.0,284761.0,343752.0,29163.0,281782.0,310232.0,0.0,244.0,246.0,18352.0,,2530.0,1172.0,1677.0,142.0,1375.0,1513.0,258.856,1.2437880520443798,34056.16065302716,7049509.582887783,0.0,62189.402602218994,62811.29662824118,4725009.017878666,,645151.6188073677,354182.3294882096,427554.63046635967,36272.59096177025,350477.08488116943,385862.85496183205,0.0,303.4842846988287,305.97186080291743,22825.99833111846,,3146.783771672281,1457.719596996013,2085.832563278425,176.61790339030193,1710.2085715610222,1881.8513227431467
Killingly School District,0690011,2020,45110947.0,17478.0,2581.0,2464.0,2502.0,1396436.0,0.0,1877.0,26854244.0,,5084184.0,2993744.0,2022483.0,884411.0,2418388.0,3455179.0,567.0,0.0,1.0,10405.0,,2063.0,1197.0,821.0,359.0,981.0,1402.0,258.856,1.2437880520443798,21738.92757363167,56108456.89500726,1736870.4122446456,0.0,2334.590173687301,33400987.833884474,,6323647.313595203,3723583.01807955,2515540.1908628736,1100019.834896622,3007962.0996075035,4297510.357874649,705.2278255091634,0.0,1.2437880520443798,12941.614681521773,,2565.9347513675557,1488.8142982971226,1021.1499907284358,446.5199106839324,1220.1560790555366,1743.7908489662204
Learn,2450014,2020,34276917.0,13613.0,2518.0,2518.0,274.0,1753754.0,0.0,0.0,26078708.0,,1992387.0,291652.0,0.0,8673.0,1068306.0,3083437.0,696.0,0.0,0.0,10357.0,,791.0,1064.0,0.0,3.0,424.0,1225.0,258.856,1.2437880520443798,16931.686752480142,42633219.82551689,2181298.271425039,0.0,0.0,32436385.423154183,,2478107.1456485456,362753.2729548475,0.0,10787.373775380905,1328746.2387273232,3835142.099831566,865.6764842228883,0.0,0.0,12881.912855023642,,983.8363491671045,1323.3904873752201,0.0,3.7313641561331394,527.366134066817,1523.6403637543654
Lebanon School District,0710011,2020,20749549.0,20106.0,1032.0,975.0,1065.0,872769.0,0.0,0.0,12545685.0,,1940034.0,1378567.0,509021.0,764619.0,977511.0,1761344.0,895.0,0.0,0.0,12157.0,,1990.0,1294.0,522.0,784.0,1003.0,1807.0,258.856,1.2437880520443798,25007.6025744043,25808041.13150941,1085539.6543947214,0.0,0.0,15604173.107712395,,2412991.1097598663,1714645.1635426646,633114.2380396823,951023.9765661217,1215816.5025419537,2190738.622740056,1113.1903065797198,0.0,0.0,15120.731348703526,,2475.138223568316,1609.4617393454275,649.2573631671662,975.1298328027938,1247.519416200513,2247.5250100441945
Ledyard School District,0720011,2020,39393363.0,15442.0,2551.0,2413.0,2702.0,2161660.0,375191.0,0.0,22844427.0,,3957293.0,2139112.0,719083.0,2057444.0,2352361.0,2786792.0,896.0,155.0,0.0,8955.0,,1640.0,792.0,298.0,853.0,975.0,1155.0,258.856,1.2437880520443798,19206.575099669313,48996994.229247145,2688646.880582254,466658.0830345829,0.0,28413625.358400036,,4922033.75183886,2660601.9475847576,894386.8438282288,2559024.264950397,2925838.5058951695,3466178.5931328614,1114.4340946317643,192.78714806687887,0.0,11138.122006057421,,2039.812405352783,985.0801372191488,370.6488395092252,1060.951208393856,1212.6933507432702,1436.5752001112587
Lisbon School District,0730011,2020,9982281.0,16582.0,602.0,419.0,636.0,324156.0,40283.0,34142.0,7072052.0,,608926.0,612100.0,178513.0,107142.0,294501.0,710466.0,774.0,96.0,81.0,11748.0,,1453.0,962.0,426.0,256.0,703.0,1696.0,258.856,1.2437880520443798,20624.493478999906,12415841.839949625,403181.359798498,50103.51410050375,42465.411672899216,8796133.78103656,,757374.883379176,761322.6666563649,222032.33653459838,133261.93947213894,366296.8251151219,883669.1221837624,962.69195228235,119.40365299626046,100.74683221559476,14612.022035417374,,1807.2240396204838,1196.5241060666933,529.8537101709057,318.40974132336123,874.383000587199,2109.464536267268
Litchfield School District,0740011,2020,19613292.0,21435.0,915.0,882.0,827.0,391152.0,150465.0,33185.0,10770252.0,,1756143.0,1055612.0,437676.0,1143939.0,1332438.0,2542428.0,443.0,171.0,38.0,11771.0,,1991.0,1276.0,496.0,1297.0,1511.0,2883.0,258.856,1.2437880520443798,26660.59689557128,24394778.250857618,486510.18413326325,187146.5692508576,41275.10650709274,13395910.755107086,,2184269.6810813732,1312957.593194672,544376.179466576,1422817.6604675958,1657270.4644899094,3162241.5695830886,550.9981070556603,212.68775689958895,47.26394597768643,14640.629160614395,,2476.38201162036,1587.0735544086288,616.9188738140124,1613.1931035015607,1879.3637466390578,3585.840954043947
Madison School District,0760011,2020,57624785.0,21811.0,2642.0,2614.0,1935.0,909745.0,1006096.0,373300.0,34612935.0,,5664672.0,3335159.0,1282791.0,1992780.0,2545663.0,5901643.0,348.0,385.0,143.0,13101.0,,2167.0,1724.0,491.0,762.0,974.0,2258.0,258.856,1.2437880520443798,27128.26120313997,71673019.0846262,1131529.9614071143,1251370.1840096423,464306.079828167,43051154.999188736,,7045651.352350341,4148230.915868282,1595520.119070062,2478595.954352999,3166265.2239314523,7340393.05083135,432.8382421114442,478.8584000370862,177.8616914423463,16294.86726983342,,2695.288708780171,2144.290601724511,610.6999335537905,947.7664956578174,1211.449562691226,2808.47342151621
Manchester School District,0770011,2020,131364212.0,17172.0,7650.0,6262.0,4464.0,5857248.0,1193546.0,88420.0,74180280.0,,13590232.0,5014096.0,1470715.0,11628806.0,6514028.0,11826842.0,935.0,191.0,14.0,9697.0,,2170.0,1123.0,235.0,1857.0,1040.0,1889.0,258.856,1.2437880520443798,21358.32842970609,163389237.35182494,7285175.080260839,1484518.2543653613,109975.73956176406,92264545.96130666,,16903368.186111197,6236472.696603517,1829257.7449624501,14463769.962341996,8102070.1970825475,14710084.773016658,1162.941828661495,237.56351794047654,17.413032728621317,12061.01274067435,,2699.020072936304,1396.7739824458386,292.2901922304293,2309.714412646413,1293.539574126155,2349.5156303118333
Mansfield School District,0780011,2020,24685924.0,21503.0,1148.0,1131.0,1131.0,0.0,56765.0,0.0,15467345.0,,2476945.0,996775.0,1795058.0,662098.0,1649082.0,1581856.0,0.0,50.0,0.0,13473.0,,2190.0,881.0,1587.0,585.0,1458.0,1399.0,258.856,1.2437880520443798,26745.1744831103,30704057.324875604,0.0,70603.62877429921,0.0,19238098.907848377,,3080794.5965710664,1239776.8355765366,2232671.6931266803,823509.5816824798,2051108.48844145,1967493.5928547145,0.0,62.18940260221899,0.0,16757.55642519393,,2723.8958339771916,1095.7772738510987,1973.8916385944308,727.6160104459622,1813.4429798807057,1740.0594848100873
Marlborough School District,0790011,2020,7904545.0,17072.0,463.0,448.0,448.0,164548.0,0.0,0.0,5177584.0,,725293.0,312551.0,237264.0,239815.0,503323.0,544166.0,367.0,0.0,0.0,11183.0,,1619.0,698.0,530.0,535.0,1123.0,1215.0,258.856,1.2437880520443798,21233.949624501653,9831578.627847143,204662.8363877986,0.0,0.0,6439817.117656148,,902110.7676314244,388747.199454523,295106.12838025775,298279.03170102293,626027.1337191333,676827.169128782,456.4702151002874,0.0,0.0,13909.2817860123,,2013.692856259851,868.164060326977,659.2076675835212,665.4266078437432,1396.7739824458386,1511.2024832339214
Meriden School District,0800011,2020,126001745.0,14041.0,8974.0,8118.0,6003.0,4686493.0,943207.0,219746.0,83676608.0,,12524307.0,5772505.0,1720015.0,661908.0,6193300.0,9603657.0,577.0,116.0,27.0,9324.0,,1543.0,962.0,212.0,82.0,763.0,1183.0,258.856,1.2437880520443798,17464.028038755136,156719464.96774268,5829003.999389621,1173149.5972046233,273317.4492845443,104075965.26600116,,15577583.40673579,7179772.749366443,2139334.106337114,823273.2619525914,7703152.542726457,11944913.832532372,717.6657060296071,144.27941403714806,33.582277405198255,11597.079797261797,,1919.164964304478,1196.5241060666933,263.6830670334085,101.99062026763914,949.0102837098618,1471.4012655685012
Middletown School District,0830011,2020,96530407.0,19648.0,4913.0,4548.0,4055.0,5172959.0,733378.0,985345.0,59421379.0,,8105002.0,7133727.0,2243678.0,2394391.0,4668011.0,5672538.0,1137.0,161.0,217.0,12095.0,,1782.0,1759.0,493.0,526.0,1026.0,1247.0,258.856,1.2437880520443798,24437.947646567976,120063366.88558117,6434064.597915443,912166.7940322031,1225560.3381416695,73907601.23620082,,10080904.649395803,8872844.409146398,2790659.88903483,2978114.9177225945,5806016.308611738,7055434.989167722,1414.18701517446,200.24987637914515,269.9020072936304,15043.616489476773,,2216.430308743085,2187.8231835460642,613.1875096578792,654.2325153753438,1276.1265413975336,1551.0037008993415
Milford School District,0840011,2020,120840644.0,20957.0,5766.0,5583.0,4041.0,221362.0,1466410.0,765628.0,83844639.0,,11155989.0,4843911.0,2670352.0,2363992.0,9728568.0,3779792.0,40.0,263.0,137.0,14541.0,,1998.0,1199.0,478.0,423.0,1743.0,677.0,258.856,1.2437880520443798,26066.066206694068,150300149.20854837,275327.41077664803,1823903.237398399,952278.9587106344,104284960.21617423,,13875685.826938529,6024798.626966344,3321351.912352814,2940305.0047284975,12100276.641901288,4701260.128812931,49.75152208177519,327.1162576876719,170.39896313008003,18085.922064777325,,2485.0885279846707,1491.3018744012113,594.5306888772136,526.1223460147727,2167.922574713354,842.0445112340451
Monroe School District,0850011,2020,58576134.0,18334.0,3195.0,3123.0,3125.0,2115670.0,704237.0,42720.0,36145371.0,,5171416.0,2875222.0,1194388.0,2581008.0,3933672.0,3812430.0,677.0,226.0,14.0,11313.0,,1656.0,920.0,382.0,826.0,1260.0,1221.0,258.856,1.2437880520443798,22803.610146181658,72856295.60415056,2631445.068068733,875921.566407578,53134.6255833359,44957180.58651142,,6432145.432951138,3576166.7705751457,1485565.5239051827,3210226.912630961,4892654.234261519,4741854.883255555,842.0445112340451,281.09609976202984,17.413032728621317,14070.97423277807,,2059.713014185493,1144.2850078808294,475.1270358809531,1027.3689309886577,1567.1729455759187,1518.6652115461877
Montville School District,0860011,2020,39307610.0,17377.0,2262.0,2049.0,2093.0,429439.0,490040.0,37229.0,25966887.0,,4009423.0,1766118.0,798717.0,727336.0,2077240.0,3005182.0,210.0,239.0,18.0,11480.0,,1957.0,844.0,390.0,355.0,1014.0,1467.0,258.856,1.2437880520443798,21613.30498037519,48890335.67242018,534131.0972818864,609505.8970238279,46304.985389560214,32297303.79938653,,4986872.422991933,2196676.466900516,993434.6615647309,904651.8266217511,2583646.2932286677,3737809.4658188336,261.19549092931976,297.2653444386068,22.388184936798837,14278.68683746948,,2434.0932178508515,1049.7571159254567,485.0773402973081,441.54475847575486,1261.2010847730012,1824.6370723491052
Naugatuck School District,0880011,2020,72703359.0,15595.0,4662.0,4359.0,3775.0,2459112.0,0.0,0.0,42665268.0,,6224438.0,3195557.0,6084254.0,1191043.0,5826107.0,5057580.0,564.0,0.0,0.0,9152.0,,1428.0,847.0,1396.0,273.0,1337.0,1160.0,258.856,1.2437880520443798,19396.874671632104,90427569.26769324,3058614.124238959,0.0,0.0,53066550.57567141,,7741881.615091016,3974595.616226782,7567522.430803226,1481405.0528710943,7246442.276532126,6290557.576258615,701.4964613530302,0.0,0.0,11383.148252310164,,1776.1293383193743,1053.4884800815896,1736.328120653954,339.55413820811566,1662.944625583336,1442.7941403714806
New Beginnings Inc Family Academy District,2800013,2020,6820185.0,13505.0,505.0,505.0,505.0,247818.0,0.0,0.0,4618783.0,,355792.0,39493.0,1023332.0,0.0,395398.0,139571.0,491.0,0.0,0.0,9146.0,,705.0,78.0,2026.0,0.0,783.0,276.0,258.856,1.2437880520443798,16797.357642859348,8482864.6157323,308233.0674815341,0.0,0.0,5744787.110385696,,442529.838612974,49120.92153938869,1272808.1148746794,0.0,491791.3082022437,173596.74221188613,610.6999335537905,0.0,0.0,11375.685523997898,,876.8705766912877,97.01546805946163,2519.9145934419134,0.0,973.8860447507494,343.2855023642488
New Britain School District,0890011,2020,164955406.0,14168.0,11643.0,10032.0,8011.0,5654000.0,458501.0,0.0,115732330.0,,13303209.0,11370981.0,3374714.0,4432950.0,5772380.0,4856341.0,564.0,46.0,0.0,9940.0,,1326.0,1419.0,336.0,442.0,575.0,484.0,258.856,1.2437880520443798,17621.98912136477,205169563.1029298,7032377.646258923,570278.0656504002,0.0,143946489.28925735,,16546372.408049261,14143090.307823654,4197428.952266897,5513650.245310133,7179617.275859937,6040258.912453256,701.4964613530302,57.21425039404147,0.0,12363.253237321136,,1649.2629570108477,1764.935245850975,417.9127854869116,549.7543190036158,715.1781299255184,601.9934171894798
