district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Achievement First Hartford Academy District,2880013,2023,Employee Benefits,1724553,1041,2,1657,304.703,1.056642041594602,1822235.2027580957,1750.8558629222557
Achievement First Hartford Academy District,2880013,2023,Purchased Services,3525078,1041,2,3386,304.703,1.056642041594602,3724745.614700217,3577.7899528393227
Achievement First Hartford Academy District,2880013,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
Achievement First Hartford Academy District,2880013,2023,Supplies,212951,1041,2,205,304.703,1.056642041594602,225012.97939961212,216.61161852689344
Achievement First Hartford Academy District,2880013,2023,Property,273812,1041,2,263,304.703,1.056642041594602,289321.27069310116,277.89685693938037
Achievement First Hartford Academy District,2880013,2023,Other,19159,1041,2,18,304.703,1.056642041594602,20244.20487491098,19.019556748702836
Achievement First Hartford Academy District,2880013,2023,Total,16392684,1041,1,15747,304.703,1.056642041594602,17321199.08897517,16638.9422289902
Amistad Academy District,2790013,2023,Salaries,9116051,1116,2,8169,304.703,1.056642041594602,9632402.739920514,8631.708837786304
Amistad Academy District,2790013,2023,Employee Benefits,1485607,1116,2,1331,304.703,1.056642041594602,1569754.813487232,1406.3905573624154
Amistad Academy District,2790013,2023,Purchased Services,4688202,1116,2,4201,304.703,1.056642041594602,4953751.332687897,4438.953216738923
Amistad Academy District,2790013,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
Amistad Academy District,2790013,2023,Supplies,201000,1116,2,180,304.703,1.056642041594602,212385.05036051502,190.19556748702837
Amistad Academy District,2790013,2023,Property,323651,1116,2,290,304.703,1.056642041594602,341983.25340413454,306.4261920624346
Amistad Academy District,2790013,2023,Other,15382,1116,2,14,304.703,1.056642041594602,16253.267883808168,14.79298858232443
Amistad Academy District,2790013,2023,Total,15829893,1116,1,14184,304.703,1.056642041594602,16726530.4577441,14987.410717977837
Andover School District,0010011,2023,Salaries,2505453,196,2,12783,304.703,1.056642041594602,2647366.9730393207,13507.055217703799
Andover School District,0010011,2023,Employee Benefits,740099,196,2,3776,304.703,1.056642041594602,782019.7183421234,3989.880349061217
Andover School District,0010011,2023,Purchased Services,852422,196,2,4349,304.703,1.056642041594602,900704.9223801539,4595.3362388949245
Andover School District,0010011,2023,Supplies,273946,196,2,1398,304.703,1.056642041594602,289462.86072667484,1477.1855741492536
Andover School District,0010011,2023,Property,0,196,2,0,304.703,1.056642041594602,0.0,0.0
Andover School District,0010011,2023,Other � Includes Tuition,148828,198,1,752,304.703,1.056642041594602,157257.92176644143,794.5948152791408
Andover School District,0010011,2023,Total,4520748,198,1,22832,304.703,1.056642041594602,4776812.396254714,24125.251093687955
Ansonia School District,0020011,2023,Salaries,24611454,2313,2,10640,304.703,1.056642041594602,26005497.001171634,11242.671322566566
Ansonia School District,0020011,2023,Employee Benefits,6603442,2313,2,2855,304.703,1.056642041594602,6977474.436431542,3016.713028752589
Ansonia School District,0020011,2023,Purchased Services,8498906,2313,2,3674,304.703,1.056642041594602,8980301.387160612,3882.102860818568
Ansonia School District,0020011,2023,Tuition,5213105,209,4,24943,304.703,1.056642041594602,5508385.910247028,26355.82244349416
Ansonia School District,0020011,2023,Supplies,1439807,2313,2,622,304.703,1.056642041594602,1521360.6079821992,657.2313498718424
Ansonia School District,0020011,2023,Property,1180220,2313,2,510,304.703,1.056642041594602,1247070.0703307812,538.887441213247
Ansonia School District,0020011,2023,Other,30002,2313,2,13,304.703,1.056642041594602,31701.37453192125,13.736346540729826
Ansonia School District,0020011,2023,Total,47576937,2522,1,18865,304.703,1.056642041594602,50271791.84449776,19933.552114682167
Area Cooperative Educational Services,2440014,2023,Salaries,57425554,2005,2,28641,304.703,1.056642041594602,60678254.61826107,30263.284713310997
Area Cooperative Educational Services,2440014,2023,Employee Benefits,16923332,2005,2,8441,304.703,1.056642041594602,17881904.07506326,8919.115473100035
Area Cooperative Educational Services,2440014,2023,Purchased Services,17552953,2005,2,8755,304.703,1.056642041594602,18547188.093934096,9250.901074160742
Area Cooperative Educational Services,2440014,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
Area Cooperative Educational Services,2440014,2023,Supplies,3918667,2005,2,1954,304.703,1.056642041594602,4140628.2992093945,2064.678549275852
Area Cooperative Educational Services,2440014,2023,Property,2611541,2005,2,1303,304.703,1.056642041594602,2759464.013948009,1376.8045801977664
Area Cooperative Educational Services,2440014,2023,Other,246736,2005,2,123,304.703,1.056642041594602,260711.63077488574,129.96697111613605
Area Cooperative Educational Services,2440014,2023,Total,98678783,2005,1,49216,304.703,1.056642041594602,104268150.73119071,52003.694719119936
Ashford School District,0030011,2023,Salaries,5142222,367,2,14012,304.703,1.056642041594602,5433487.952412678,14805.668286823564
Ashford School District,0030011,2023,Employee Benefits,1823164,367,2,4968,304.703,1.056642041594602,1926431.731121781,5249.3976626419835
Ashford School District,0030011,2023,Purchased Services,858573,367,2,2339,304.703,1.056642041594602,907204.3275780022,2471.4857352897743
Ashford School District,0030011,2023,Tuition,224246,8,4,28031,304.703,1.056642041594602,236947.75125942312,29618.73306793829
Ashford School District,0030011,2023,Supplies,700784,367,2,1909,304.703,1.056642041594602,740477.8364768316,2017.1296574040953
Ashford School District,0030011,2023,Property,248056,367,2,676,304.703,1.056642041594602,262106.3982697906,714.290020117951
Ashford School District,0030011,2023,Other,20111,367,2,55,304.703,1.056642041594602,21250.12809850904,58.11531228770311
Ashford School District,0030011,2023,Total,9017154,375,1,24046,304.703,1.056642041594602,9527904.011932932,25408.014532183803
Avon School District,0040011,2023,Salaries,41732515,3086,2,13523,304.703,1.056642041594602,44096329.85047735,14288.970328483803
Avon School District,0040011,2023,Employee Benefits,10459200,3086,2,3389,304.703,1.056642041594602,11051630.441446261,3580.9598789641063
Avon School District,0040011,2023,Purchased Services,6702883,3086,2,2172,304.703,1.056642041594602,7082547.977689751,2295.026514343476
Avon School District,0040011,2023,Tuition,3008335,105,4,28651,304.703,1.056642041594602,3178733.236200497,30273.851133726945
Avon School District,0040011,2023,Supplies,2522082,3086,2,817,304.703,1.056642041594602,2664937.873548997,863.2765479827899
Avon School District,0040011,2023,Property,1893537,3086,2,614,304.703,1.056642041594602,2000790.801514918,648.7782135390856
Avon School District,0040011,2023,Other,144355,3086,2,47,304.703,1.056642041594602,152531.5619143888,49.6621759549463
Avon School District,0040011,2023,Total,66462907,3191,1,20828,304.703,1.056642041594602,70227501.74279217,22007.74044233237
Barkhamsted School District,0050011,2023,Salaries,2258108,208,2,10856,304.703,1.056642041594602,2386011.847261104,11470.906003551
Barkhamsted School District,0050011,2023,Employee Benefits,591161,208,2,2842,304.703,1.056642041594602,624645.5659511066,3002.976682211859
Barkhamsted School District,0050011,2023,Purchased Services,1306317,208,2,6280,304.703,1.056642041594602,1380309.4618497358,6635.712021214101
Barkhamsted School District,0050011,2023,Supplies,187034,208,2,899,304.703,1.056642041594602,197627.9876076048,949.9211953935472
Barkhamsted School District,0050011,2023,Property,77333,208,2,372,304.703,1.056642041594602,81713.29900263537,393.070839473192
Barkhamsted School District,0050011,2023,Other � Includes Tuition,370187,212,1,1746,304.703,1.056642041594602,391155.14745178097,1844.8970046241752
Barkhamsted School District,0050011,2023,Total,4790141,212,1,22595,304.703,1.056642041594602,5061464.365766008,23874.826929830033
Berlin School District,0070011,2023,Salaries,36694569,2658,2,13805,304.703,1.056642041594602,38773024.30359399,14586.943384213482
Berlin School District,0070011,2023,Employee Benefits,8080980,2658,2,3040,304.703,1.056642041594602,8538703.205285147,3212.1918064475904
Berlin School District,0070011,2023,Purchased Services,6537738,2658,2,2460,304.703,1.056642041594602,6908048.827730611,2599.339422322721
Berlin School District,0070011,2023,Tuition,3239404,93,4,34832,304.703,1.056642041594602,3422890.4561097203,36804.95559282318
Berlin School District,0070011,2023,Supplies,1504847,2658,2,566,304.703,1.056642041594602,1590084.6063675121,598.0593955425447
Berlin School District,0070011,2023,Property,2440531,2658,2,918,304.703,1.056642041594602,2578767.6584149157,969.9973941838447
Berlin School District,0070011,2023,Other,84545,2658,2,32,304.703,1.056642041594602,89333.80140661563,33.812545331027266
Berlin School District,0070011,2023,Total,58582616,2751,1,21295,304.703,1.056642041594602,61900854.9721926,22501.19227575705
Bethany School District,0080011,2023,Salaries,5052060,429,2,11776,304.703,1.056642041594602,5338218.992658425,12443.016681818033
Bethany School District,0080011,2023,Employee Benefits,851222,429,2,1984,304.703,1.056642041594602,899436.9519302404,2096.3778105236906
Bethany School District,0080011,2023,Purchased Services,1269688,429,2,2960,304.703,1.056642041594602,1341605.720508167,3127.660443120022
Bethany School District,0080011,2023,Supplies,295686,429,2,689,304.703,1.056642041594602,312434.25871094153,728.0263666586808
Bethany School District,0080011,2023,Property,504099,429,2,1175,304.703,1.056642041594602,532652.1965257974,1241.5543988736574
Bethany School District,0080011,2023,Other � Includes Tuition,178756,434,1,412,304.703,1.056642041594602,188881.10478728468,435.33652113697605
Bethany School District,0080011,2023,Total,8151511,434,1,18782,304.703,1.056642041594602,8613229.225120855,19845.850825229816
Bethel School District,0090011,2023,Salaries,37125296,3206,2,11580,304.703,1.056642041594602,39228148.56024391,12235.914841665492
Bethel School District,0090011,2023,Employee Benefits,10652497,3206,2,3323,304.703,1.056642041594602,11255876.178160373,3511.2215042188627
Bethel School District,0090011,2023,Purchased Services,7672248,3206,2,2393,304.703,1.056642041594602,8106819.790340102,2528.5444055358826
Bethel School District,0090011,2023,Tuition,2595128,48,4,54065,304.703,1.056642041594602,2742121.3481193166,57127.35197881216
Bethel School District,0090011,2023,Supplies,1156128,3206,2,361,304.703,1.056642041594602,1221613.4502646842,381.44777701565135
Bethel School District,0090011,2023,Property,1022980,3206,2,319,304.703,1.056642041594602,1080923.675710446,337.0688112686781
Bethel School District,0090011,2023,Other,81909,3206,2,26,304.703,1.056642041594602,86548.49298497225,27.472693081459653
Bethel School District,0090011,2023,Total,60306187,3254,1,18533,304.703,1.056642041594602,63722052.55246585,19582.74695687276
Bloomfield School District,0110011,2023,Salaries,32757044,2033,2,16113,304.703,1.056642041594602,34612469.84876421,17025.67321621382
Bloomfield School District,0110011,2023,Employee Benefits,12071646,2033,2,5938,304.703,1.056642041594602,12755408.674847312,6274.340442988747
Bloomfield School District,0110011,2023,Purchased Services,8549782,2033,2,4206,304.703,1.056642041594602,9034059.10766878,4444.236426946896
Bloomfield School District,0110011,2023,Tuition,7425858,724,4,10257,304.703,1.056642041594602,7846473.757711609,10837.977420635834
Bloomfield School District,0110011,2023,Supplies,1690237,2033,2,831,304.703,1.056642041594602,1785975.4744587354,878.0695365651143
Bloomfield School District,0110011,2023,Property,169162,2033,2,83,304.703,1.056642041594602,178743.68104022607,87.70128945235197
Bloomfield School District,0110011,2023,Other,146790,2033,2,72,304.703,1.056642041594602,155104.48528567163,76.07822699481135
Bloomfield School District,0110011,2023,Total,62810519,2757,1,22782,304.703,1.056642041594602,66368235.02977654,24072.418991608225
Bolton School District,0120011,2023,Salaries,10064031,732,2,13749,304.703,1.056642041594602,10634078.262511365,14527.771429884184
Bolton School District,0120011,2023,Employee Benefits,2638669,732,2,3605,304.703,1.056642041594602,2788128.599252387,3809.1945599485402
Bolton School District,0120011,2023,Purchased Services,1935022,732,2,2643,304.703,1.056642041594602,2044625.59661047,2792.7049159345333
Bolton School District,0120011,2023,Tuition,342909,30,4,11430,304.703,1.056642041594602,362332.0658411634,12077.4185354263
Bolton School District,0120011,2023,Supplies,582031,732,2,795,304.703,1.056642041594602,614998.4241113479,840.0304230677086
Bolton School District,0120011,2023,Property,159994,732,2,219,304.703,1.056642041594602,169056.38680288676,231.40460710921786
Bolton School District,0120011,2023,Other,39148,732,2,53,304.703,1.056642041594602,41365.42264434548,56.00202820451391
Bolton School District,0120011,2023,Total,15761803,762,1,20685,304.703,1.056642041594602,16654583.701131923,21856.640630384343
Booker T. Washington Academy District,2950013,2023,Salaries,3550721,444,2,7997,304.703,1.056642041594602,3751841.086572827,8449.966406632033
Booker T. Washington Academy District,2950013,2023,Employee Benefits,662115,444,2,1491,304.703,1.056642041594602,699618.54537041,1575.4532840175516
Booker T. Washington Academy District,2950013,2023,Purchased Services,1812069,444,2,4081,304.703,1.056642041594602,1914708.287670289,4312.156171747571
Booker T. Washington Academy District,2950013,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
Booker T. Washington Academy District,2950013,2023,Supplies,363012,444,2,818,304.703,1.056642041594602,383573.7408033397,864.3331900243845
Booker T. Washington Academy District,2950013,2023,Property,80998,444,2,182,304.703,1.056642041594602,85585.89208507958,192.30885157021757
Booker T. Washington Academy District,2950013,2023,Other,0,444,2,0,304.703,1.056642041594602,0.0,0.0
Booker T. Washington Academy District,2950013,2023,Total,6468915,444,1,14570,304.703,1.056642041594602,6835327.552501945,15395.274546033352
