District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
Woodbridge School District,1670011,2023,848.0,,60.0,559.0,,128.0,78.0,0.0,35.0,98.0,19.0,118.0,117.0,63.0,65.91981132075472,,7.0754716981132075,15.09433962264151,,9.19811320754717,0.0,7.429245283018868,4.127358490566038,11.556603773584905,13.797169811320757,13.915094339622641,34.08018867924528
Woodstock School District,1690011,2023,774.0,,39.0,683.0,,6.0,37.0,0.0,13.0,130.0,28.0,119.0,158.0,42.0,88.24289405684755,,5.038759689922481,0.7751937984496124,,4.7803617571059425,0.0,5.426356589147287,1.6795865633074936,16.795865633074936,20.41343669250646,15.374677002583978,11.757105943152453
Achievement First Bridgeport Academy District,2850013,2024,1098.0,577.0,475.0,21.0,,,15.0,0.0,161.0,678.0,100.0,136.0,778.0,1052.0,1.912568306010929,52.55009107468124,43.26047358834244,,,1.366120218579235,0.0,95.81056466302368,14.663023679417122,61.74863387978142,70.85610200364299,12.386156648451731,98.08743169398907
Achievement First Hartford Academy District,2880013,2024,961.0,724.0,208.0,,10.0,,11.0,0.0,53.0,681.0,75.0,108.0,756.0,932.0,,75.33818938605619,21.644120707596255,,1.040582726326743,1.1446409989594173,0.0,96.98231009365244,5.515088449531738,70.8636836628512,78.66805411030177,11.238293444328825,
Amistad Academy District,2790013,2024,1125.0,679.0,402.0,12.0,,,19.0,0.0,142.0,780.0,95.0,106.0,875.0,1081.0,1.0666666666666667,60.355555555555554,35.733333333333334,,,1.6888888888888887,0.0,96.08888888888889,12.622222222222224,69.33333333333334,77.77777777777779,9.422222222222222,98.93333333333334
Andover School District,0010011,2024,205.0,,25.0,174.0,0.0,0.0,,0.0,,39.0,19.0,21.0,58.0,28.0,84.8780487804878,,12.195121951219512,0.0,0.0,,0.0,13.658536585365855,,19.024390243902438,28.292682926829265,10.24390243902439,15.121951219512198
Ansonia School District,0020011,2024,2397.0,508.0,1144.0,557.0,,48.0,131.0,,181.0,1295.0,199.0,424.0,1494.0,1652.0,23.23738005840634,21.193158114309554,47.72632457238215,2.002503128911139,,5.465164789319983,,68.91948268669171,7.55110554860242,54.025865665415104,62.3279098873592,17.688777638715063,76.76261994159366
Area Cooperative Educational Services,2440014,2024,1719.0,572.0,567.0,434.0,,44.0,95.0,,91.0,682.0,106.0,774.0,788.0,1139.0,25.24723676556137,33.275159976730656,32.98429319371728,2.559627690517743,,5.526468877254217,,66.25945317044794,5.293775450843514,39.674229203025014,45.84060500290867,45.0261780104712,74.75276323443863
Ashford School District,0030011,2024,355.0,6.0,30.0,302.0,0.0,6.0,11.0,0.0,,102.0,15.0,55.0,117.0,36.0,85.07042253521126,1.6901408450704223,8.450704225352112,1.6901408450704223,0.0,3.0985915492957745,0.0,10.140845070422536,,28.732394366197184,32.95774647887324,15.492957746478872,14.929577464788736
Avon School District,0040011,2024,3125.0,199.0,251.0,1946.0,,578.0,140.0,,97.0,316.0,81.0,386.0,397.0,450.0,62.272000000000006,6.368,8.032,18.496000000000002,,4.4799999999999995,,14.399999999999999,3.104,10.112,12.703999999999999,12.352,37.727999999999994
Barkhamsted School District,0050011,2024,218.0,,12.0,193.0,0.0,,11.0,0.0,,38.0,8.0,61.0,46.0,15.0,88.53211009174312,,5.5045871559633035,,0.0,5.045871559633028,0.0,6.8807339449541285,,17.431192660550458,21.100917431192663,27.981651376146786,11.467889908256879
Berlin School District,0070011,2024,2661.0,73.0,362.0,2047.0,,108.0,68.0,,114.0,560.0,135.0,428.0,695.0,435.0,76.92596768132282,2.7433295753476137,13.60390830514844,4.058624577226606,,2.5554302893649004,,16.347237880496053,4.284103720405862,21.044720030063885,26.118000751597144,16.084178880120255,23.074032318677183
Bethany School District,0080011,2024,445.0,10.0,34.0,355.0,,35.0,,0.0,30.0,50.0,16.0,85.0,66.0,44.0,79.7752808988764,2.247191011235955,7.640449438202247,7.865168539325842,,,0.0,9.887640449438202,6.741573033707865,11.235955056179774,14.831460674157304,19.101123595505616,20.224719101123597
Bethel School District,0090011,2024,3249.0,144.0,875.0,1803.0,45.0,236.0,133.0,13.0,233.0,786.0,254.0,533.0,1040.0,1019.0,55.493998153277936,4.43213296398892,26.93136349646045,7.263773468759618,1.3850415512465373,4.093567251461988,0.40012311480455526,31.36349646044937,7.171437365343182,24.192059095106185,32.00984918436442,16.405047706986764,44.506001846722064
Bloomfield School District,0110011,2024,1982.0,1309.0,343.0,184.0,,41.0,96.0,,100.0,916.0,195.0,401.0,1111.0,1652.0,9.283551967709384,66.04439959636731,17.30575176589304,2.0686175580221997,,4.843592330978809,,83.35015136226033,5.045408678102927,46.215943491422806,56.054490413723514,20.232088799192734,90.71644803229061
Bolton School District,0120011,2024,699.0,45.0,73.0,532.0,0.0,15.0,34.0,0.0,6.0,153.0,18.0,87.0,171.0,118.0,76.10872675250357,6.437768240343347,10.44349070100143,2.1459227467811157,0.0,4.86409155937053,0.0,16.88125894134478,0.8583690987124464,21.888412017167383,24.463519313304722,12.446351931330472,23.89127324749643
Booker T. Washington Academy District,2950013,2024,384.0,304.0,63.0,0.0,,,13.0,,19.0,258.0,84.0,33.0,342.0,367.0,0.0,79.16666666666666,16.40625,,,3.3854166666666665,,95.57291666666666,4.947916666666666,67.1875,89.0625,8.59375,100.0
Bozrah School District,0130011,2024,170.0,,24.0,131.0,0.0,,12.0,0.0,,47.0,17.0,29.0,64.0,27.0,77.05882352941177,,14.117647058823529,,0.0,7.0588235294117645,0.0,15.88235294117647,,27.647058823529413,37.64705882352941,17.058823529411764,22.941176470588232
Branford School District,0140011,2024,2625.0,111.0,447.0,1735.0,,175.0,148.0,,195.0,765.0,202.0,366.0,967.0,558.0,66.0952380952381,4.228571428571429,17.02857142857143,6.666666666666667,,5.638095238095238,,21.257142857142856,7.428571428571429,29.142857142857142,36.838095238095235,13.942857142857143,33.9047619047619
Brass City Charter School District,2900013,2024,363.0,123.0,192.0,15.0,0.0,10.0,23.0,0.0,15.0,210.0,34.0,63.0,244.0,315.0,4.132231404958678,33.88429752066116,52.892561983471076,2.7548209366391188,0.0,6.336088154269973,0.0,86.77685950413223,4.132231404958678,57.85123966942148,67.21763085399449,17.355371900826448,95.86776859504133
Bridgeport School District,0150011,2024,19591.0,5445.0,11625.0,1650.0,81.0,347.0,422.0,21.0,5537.0,15997.0,890.0,3987.0,16887.0,17070.0,8.422234699606962,27.79337450870298,59.33847174723087,1.7712214792506762,0.4134551579807054,2.154050329232811,0.1071920779949977,87.13184625593384,28.262977898014398,81.65484150885611,86.19774386197744,20.351181665050277,91.57776530039304
Bristol School District,0170011,2024,7774.0,642.0,2950.0,3444.0,,270.0,456.0,,542.0,3715.0,718.0,1714.0,4433.0,3592.0,44.3015178801132,8.258296887059428,37.94700282994597,3.473115513249293,,5.865706200154361,,46.2052997170054,6.971957808078209,47.7874967841523,57.02341137123745,22.047851813738102,55.6984821198868
Brookfield School District,0180011,2024,2582.0,103.0,456.0,1783.0,28.0,203.0,,,115.0,469.0,167.0,380.0,636.0,559.0,69.0549961270333,3.989155693261038,17.660728117738188,7.862122385747483,1.0844306738962044,,,21.649883810999228,4.453911696359411,18.164213787761422,24.632068164213788,14.717273431448488,30.945003872966694
Brooklyn School District,0190011,2024,885.0,,108.0,693.0,,21.0,42.0,0.0,14.0,282.0,44.0,185.0,326.0,111.0,78.30508474576271,,12.203389830508476,2.3728813559322033,,4.745762711864407,0.0,12.54237288135593,1.5819209039548021,31.864406779661014,36.836158192090394,20.903954802259886,21.694915254237287
Canaan School District,0210011,2024,80.0,0.0,,74.0,0.0,,,0.0,,21.0,8.0,12.0,29.0,3.0,92.5,0.0,,,0.0,,0.0,3.75,,26.25,36.25,15.0,7.5
Canterbury School District,0220011,2024,486.0,,53.0,418.0,0.0,,12.0,0.0,,112.0,42.0,79.0,154.0,56.0,86.0082304526749,,10.905349794238683,,0.0,2.4691358024691357,0.0,11.522633744855968,,23.045267489711936,31.68724279835391,16.255144032921812,13.991769547325106
Canton School District,0230011,2024,1506.0,93.0,108.0,1227.0,0.0,,45.0,,14.0,215.0,60.0,271.0,275.0,201.0,81.47410358565737,6.175298804780876,7.171314741035857,,0.0,2.9880478087649402,,13.346613545816732,0.9296148738379815,14.276228419654716,18.260292164674635,17.99468791500664,18.525896414342625
Capital Preparatory Harbor School District,2970013,2024,781.0,512.0,260.0,,,,,0.0,81.0,461.0,77.0,70.0,538.0,772.0,,65.55697823303457,33.29065300896287,,,,0.0,98.84763124199743,10.371318822023047,59.02688860435339,68.88604353393086,8.962868117797695,
Capitol Region Education Council,2410014,2024,8916.0,2774.0,3811.0,1320.0,,455.0,532.0,,846.0,4571.0,577.0,1902.0,5148.0,6585.0,14.804845222072679,31.11260655002243,42.743382682817405,5.103185284881113,,5.966801256168686,,73.85598923283983,9.488559892328398,51.2673844773441,57.738896366083445,21.332436069986542,85.19515477792731
Chaplin School District,0240011,2024,154.0,,19.0,121.0,0.0,,8.0,0.0,,,,30.0,,22.0,78.57142857142857,,12.337662337662337,,0.0,5.194805194805195,0.0,14.285714285714285,,,,19.480519480519483,21.42857142857143
Cheshire School District,0250011,2024,4224.0,150.0,422.0,3109.0,,378.0,161.0,,127.0,549.0,162.0,615.0,711.0,572.0,73.6032196969697,3.5511363636363638,9.990530303030303,8.948863636363637,,3.8115530303030303,,13.541666666666666,3.006628787878788,12.997159090909092,16.832386363636363,14.559659090909092,26.396780303030297
Chester School District,0260011,2024,207.0,0.0,17.0,182.0,0.0,,,0.0,,49.0,7.0,26.0,56.0,17.0,87.92270531400966,0.0,8.212560386473431,,0.0,,0.0,8.212560386473431,,23.67149758454106,27.053140096618357,12.560386473429952,12.077294685990339
Clinton School District,0270011,2024,1457.0,,356.0,1014.0,,42.0,28.0,0.0,147.0,445.0,126.0,236.0,571.0,359.0,69.59505833905285,,24.433768016472204,2.8826355525051475,,1.9217570350034316,0.0,24.639670555936856,10.089224433768017,30.542210020590254,39.190116678105696,16.197666437886067,30.404941660947145
Colchester School District,0280011,2024,2161.0,46.0,210.0,1751.0,,45.0,105.0,,41.0,456.0,104.0,405.0,560.0,256.0,81.02730217491901,2.128644146228598,9.71772327626099,2.0823692734844976,,4.858861638130495,,11.846367422489589,1.897269782508098,21.10134197130958,25.913928736695972,18.74132346136048,18.972697825080985
Colebrook School District,0290011,2024,66.0,0.0,,60.0,0.0,,,0.0,0.0,,,18.0,,3.0,90.9090909090909,0.0,,,0.0,,0.0,4.545454545454546,0.0,,,27.27272727272727,9.090909090909093
Columbia School District,0300011,2024,477.0,,44.0,405.0,,,21.0,0.0,,90.0,23.0,60.0,113.0,47.0,84.90566037735849,,9.224318658280922,,,4.40251572327044,0.0,9.853249475890985,,18.867924528301888,23.68972746331237,12.578616352201259,15.094339622641513
Common Ground High School District,2680013,2024,223.0,72.0,104.0,36.0,0.0,,7.0,,14.0,133.0,13.0,67.0,146.0,176.0,16.143497757847534,32.28699551569507,46.63677130044843,,0.0,3.1390134529147984,,78.9237668161435,6.278026905829597,59.64125560538116,65.47085201793722,30.04484304932735,83.85650224215246
Connecticut Technical Education and Career System,9000016,2024,11194.0,1372.0,4785.0,4356.0,25.0,88.0,560.0,8.0,573.0,4465.0,921.0,1919.0,5386.0,6157.0,38.91370376987672,12.25656601750938,42.74611398963731,0.7861354296944792,0.22333392889047704,5.002680007146686,0.07146685724495265,55.00268000714669,5.118813650169733,39.8874396998392,48.11506164016438,17.143112381633017,61.08629623012328
Cooperative Educational Services,2430014,2024,808.0,189.0,324.0,222.0,,36.0,34.0,,37.0,298.0,99.0,342.0,397.0,513.0,27.475247524752476,23.391089108910894,40.099009900990104,4.455445544554455,,4.207920792079208,,63.49009900990099,4.579207920792079,36.88118811881188,49.133663366336634,42.32673267326732,72.52475247524752
Cornwall School District,0310011,2024,97.0,,6.0,82.0,0.0,,,,,25.0,7.0,11.0,32.0,9.0,84.5360824742268,,6.185567010309279,,0.0,,,9.278350515463918,,25.773195876288657,32.98969072164948,11.34020618556701,15.463917525773198
Coventry School District,0320011,2024,1633.0,11.0,127.0,1396.0,,18.0,76.0,,18.0,323.0,109.0,241.0,432.0,138.0,85.48683404776484,0.6736068585425597,7.777097366809553,1.1022657685241886,,4.654011022657685,,8.450704225352112,1.1022657685241886,19.779546846295162,26.454378444580527,14.75811390079608,14.513165952235155
Cromwell School District,0330011,2024,1904.0,132.0,273.0,1275.0,,102.0,117.0,,111.0,447.0,117.0,259.0,564.0,405.0,66.96428571428571,6.932773109243698,14.338235294117647,5.357142857142857,,6.144957983193277,,21.271008403361343,5.829831932773109,23.47689075630252,29.6218487394958,13.602941176470587,33.03571428571429
Danbury School District,0340011,2024,12126.0,779.0,7776.0,2538.0,,543.0,463.0,,4364.0,5257.0,1093.0,1763.0,6350.0,8555.0,20.930232558139537,6.424212436087745,64.12666996536367,4.477981197427016,,3.8182417944911764,,70.55088240145143,35.98878443015009,43.35312551542141,52.36681510803233,14.539007092198581,79.06976744186046
Darien School District,0350011,2024,4681.0,35.0,331.0,3781.0,,295.0,234.0,,71.0,48.0,18.0,966.0,66.0,366.0,80.77333903012178,0.7477034821619312,7.07113864558855,6.3020722067934205,,4.99893185216834,,7.8188421277504805,1.5167699209570606,1.0254219183935056,1.4099551377910702,20.6366161076693,19.226660969878225
Deep River School District,0360011,2024,195.0,,18.0,168.0,0.0,,,,9.0,47.0,19.0,33.0,66.0,21.0,86.15384615384616,,9.230769230769232,,0.0,,,10.76923076923077,4.615384615384616,24.102564102564102,33.84615384615385,16.923076923076923,13.84615384615384
Derby School District,0370011,2024,1345.0,281.0,583.0,367.0,0.0,,84.0,,59.0,682.0,85.0,310.0,767.0,864.0,27.28624535315985,20.892193308550187,43.3457249070632,,0.0,6.245353159851301,,64.23791821561339,4.386617100371748,50.70631970260223,57.026022304832715,23.04832713754647,72.71375464684016
East Granby School District,0400011,2024,825.0,55.0,54.0,613.0,0.0,67.0,36.0,0.0,16.0,126.0,0.0,116.0,126.0,109.0,74.3030303030303,6.666666666666667,6.545454545454546,8.121212121212121,0.0,4.363636363636364,0.0,13.212121212121211,1.9393939393939394,15.272727272727273,15.272727272727273,14.060606060606059,25.696969696969703
East Haddam School District,0410011,2024,999.0,,67.0,883.0,,12.0,29.0,,12.0,220.0,53.0,144.0,273.0,70.0,88.38838838838838,,6.706706706706707,1.2012012012012012,,2.902902902902903,,7.007007007007007,1.2012012012012012,22.02202202202202,27.32732732732733,14.414414414414415,11.611611611611622
East Hampton School District,0420011,2024,1742.0,19.0,133.0,1504.0,,20.0,64.0,,10.0,284.0,74.0,311.0,358.0,152.0,86.33754305396096,1.0907003444316876,7.634902411021814,1.1481056257175661,,3.6739380022962114,,8.725602755453501,0.5740528128587831,16.303099885189436,20.55109070034443,17.85304247990815,13.662456946039043
East Hartford School District,0430011,2024,6410.0,1899.0,3403.0,618.0,18.0,251.0,206.0,15.0,1175.0,3409.0,494.0,1509.0,3903.0,5302.0,9.641185647425896,29.625585023400937,53.08892355694228,3.915756630265211,0.28081123244929795,3.213728549141966,0.234009360374415,82.71450858034322,18.330733229329173,53.182527301092044,60.88923556942277,23.541341653666148,90.3588143525741
East Haven School District,0440011,2024,2903.0,163.0,1207.0,1306.0,,96.0,120.0,,355.0,1239.0,288.0,543.0,1527.0,1370.0,44.98794350671719,5.614881157423355,41.57767826386497,3.3069238718567,,4.133654839820875,,47.19255942128832,12.228728901136755,42.679986221150536,52.60075783672063,18.704788150189458,55.01205649328281
East Lyme School District,0450011,2024,2506.0,47.0,245.0,1810.0,,238.0,156.0,,105.0,464.0,150.0,493.0,614.0,292.0,72.2266560255387,1.8754988028731046,9.776536312849162,9.497206703910614,,6.225059856344773,,11.652035115722265,4.189944134078212,18.515562649640863,24.501197126895452,19.672785315243416,27.773343974461298
East Windsor School District,0470011,2024,1052.0,144.0,272.0,481.0,,80.0,72.0,,73.0,502.0,93.0,215.0,595.0,416.0,45.72243346007605,13.688212927756654,25.85551330798479,7.604562737642586,,6.844106463878327,,39.543726235741445,6.939163498098859,47.71863117870723,56.55893536121673,20.437262357414447,54.27756653992395
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2024,368.0,10.0,66.0,263.0,0.0,0.0,29.0,0.0,8.0,164.0,28.0,140.0,192.0,76.0,71.46739130434783,2.717391304347826,17.934782608695652,0.0,0.0,7.880434782608696,0.0,20.652173913043477,2.1739130434782608,44.565217391304344,52.17391304347826,38.04347826086957,28.532608695652172
Eastford School District,0390011,2024,174.0,,13.0,148.0,0.0,0.0,,0.0,,47.0,0.0,27.0,47.0,16.0,85.0574712643678,,7.471264367816093,0.0,0.0,,0.0,9.195402298850574,,27.011494252873565,27.011494252873565,15.517241379310345,14.942528735632195
Easton School District,0460011,2024,904.0,,85.0,677.0,0.0,67.0,46.0,,27.0,52.0,17.0,153.0,69.0,88.0,74.88938053097345,,9.402654867256636,7.411504424778761,0.0,5.0884955752212395,,9.734513274336283,2.9867256637168142,5.752212389380531,7.6327433628318575,16.924778761061948,25.110619469026545
EdAdvance,2420014,2024,288.0,20.0,108.0,133.0,,,17.0,0.0,,189.0,10.0,109.0,199.0,128.0,46.18055555555556,6.944444444444445,37.5,,,5.902777777777778,0.0,44.44444444444444,,65.625,69.09722222222221,37.84722222222222,53.81944444444444
Ellington School District,0480011,2024,2547.0,111.0,221.0,1836.0,,289.0,,0.0,49.0,450.0,90.0,434.0,540.0,332.0,72.08480565371025,4.358068315665489,8.67687475461327,11.346682371417353,,,0.0,13.034943070278759,1.9238319591676483,17.6678445229682,21.20141342756184,17.039654495484886,27.915194346289752
Elm City College Preparatory School District,2890013,2024,775.0,485.0,254.0,14.0,,,19.0,,78.0,535.0,69.0,77.0,604.0,739.0,1.806451612903226,62.58064516129033,32.774193548387096,,,2.4516129032258065,,95.35483870967741,10.064516129032258,69.03225806451613,77.93548387096774,9.935483870967742,98.19354838709677
Elm City Montessori School District,2910013,2024,305.0,78.0,84.0,105.0,0.0,10.0,28.0,0.0,8.0,,,39.0,,162.0,34.42622950819672,25.573770491803277,27.54098360655738,3.278688524590164,0.0,9.180327868852459,0.0,53.11475409836065,2.622950819672131,,,12.786885245901638,65.57377049180329
Enfield School District,0490011,2024,4826.0,322.0,1064.0,3008.0,,116.0,310.0,,179.0,2015.0,353.0,980.0,2368.0,1386.0,62.32905097389142,6.672192291753004,22.04724409448819,2.403646912556983,,6.423539162867799,,28.719436386241192,3.70907583920431,41.7530045586407,49.067550766680476,20.306672192291753,37.67094902610858
Essex School District,0500011,2024,300.0,,25.0,261.0,0.0,,11.0,,10.0,53.0,11.0,80.0,64.0,28.0,87.0,,8.333333333333332,,0.0,3.6666666666666665,,9.333333333333334,3.3333333333333335,17.666666666666668,21.333333333333336,26.666666666666668,13.0
Explorations District,2720013,2024,88.0,,16.0,60.0,0.0,0.0,,0.0,,47.0,9.0,29.0,56.0,19.0,68.18181818181817,,18.181818181818183,0.0,0.0,,0.0,21.59090909090909,,53.40909090909091,63.63636363636363,32.95454545454545,31.818181818181827
Fairfield School District,0510011,2024,9355.0,310.0,1311.0,6620.0,,591.0,515.0,,345.0,1219.0,355.0,1774.0,1574.0,1621.0,70.76429716729022,3.313735970069481,14.013896312132548,6.317477284874398,,5.505077498663816,,17.327632282202032,3.687867450561197,13.030464991982896,16.825227151256016,18.963121325494388,29.235702832709777
Farmington School District,0520011,2024,4194.0,195.0,492.0,2218.0,,1026.0,254.0,,238.0,618.0,194.0,561.0,812.0,687.0,52.885073915116834,4.649499284692418,11.731044349070102,24.463519313304722,,6.056270863137816,,16.380543633762517,5.674773485932285,14.735336194563661,19.360991893180735,13.376251788268956,47.114926084883166
Franklin School District,0530011,2024,192.0,,21.0,148.0,0.0,0.0,,0.0,0.0,44.0,6.0,19.0,50.0,24.0,77.08333333333334,,10.9375,0.0,0.0,,0.0,12.5,0.0,22.916666666666664,26.041666666666668,9.895833333333332,22.916666666666657
Glastonbury School District,0540011,2024,5674.0,189.0,714.0,3597.0,9.0,805.0,360.0,0.0,202.0,603.0,144.0,720.0,747.0,903.0,63.394430736693685,3.3309834332040893,12.583715192104336,14.187522030313712,0.15861825872400423,6.3447303489601685,0.0,15.914698625308423,3.5600986958054284,10.627423334508283,13.16531547409235,12.689460697920337,36.605569263306315
Goodwin University Educational Services (GUES),2310018,2024,1214.0,393.0,571.0,148.0,,31.0,64.0,,164.0,680.0,131.0,213.0,811.0,964.0,12.191103789126853,32.37232289950577,47.034596375617795,2.5535420098846786,,5.2718286655683695,,79.40691927512356,13.509060955518946,56.01317957166392,66.80395387149917,17.54530477759473,87.80889621087314
Granby School District,0560011,2024,1742.0,119.0,119.0,1403.0,,47.0,48.0,,11.0,238.0,68.0,268.0,306.0,238.0,80.53960964408725,6.831228473019518,6.831228473019518,2.69804822043628,,2.755453501722158,,13.662456946039036,0.6314580941446613,13.662456946039036,17.56601607347876,15.384615384615385,19.46039035591275
Great Oaks Charter School District,2940013,2024,659.0,288.0,327.0,31.0,,,9.0,0.0,104.0,340.0,,121.0,340.0,615.0,4.704097116843703,43.70257966616085,49.6206373292868,,,1.3657056145675266,0.0,93.32321699544764,15.781487101669194,51.593323216995444,51.593323216995444,18.361153262518968,95.2959028831563
Greenwich School District,0570011,2024,8589.0,174.0,2015.0,5098.0,,742.0,541.0,,473.0,1310.0,366.0,1319.0,1676.0,2189.0,59.35498893934101,2.0258470136220748,23.460239841657934,8.638956805215974,,6.298754220514612,,25.48608685528001,5.507043893351962,15.252066596809874,19.513331004773548,15.356851787169637,40.64501106065899
Griswold School District,0580011,2024,1775.0,43.0,245.0,1326.0,,31.0,115.0,,31.0,779.0,172.0,362.0,951.0,288.0,74.70422535211267,2.422535211267606,13.802816901408452,1.7464788732394365,,6.478873239436619,,16.225352112676056,1.7464788732394365,43.88732394366197,53.5774647887324,20.394366197183096,25.295774647887328
Groton School District,0590011,2024,4099.0,285.0,1063.0,1901.0,29.0,251.0,558.0,12.0,183.0,1975.0,244.0,806.0,2219.0,1348.0,46.37716516223469,6.952915345206148,25.933154427909244,6.123444742620151,0.7074896316174677,13.613076360087826,0.2927543303244694,32.886069773115395,4.4645035374481585,48.182483532568924,54.13515491583313,19.66333252012686,53.62283483776531
Guilford School District,0600011,2024,3130.0,35.0,298.0,2460.0,,147.0,185.0,,50.0,321.0,95.0,474.0,416.0,333.0,78.59424920127796,1.1182108626198082,9.52076677316294,4.696485623003195,,5.9105431309904155,,10.638977635782748,1.5974440894568689,10.255591054313099,13.29073482428115,15.143769968051119,21.40575079872204
Hamden School District,0620011,2024,5455.0,1756.0,1539.0,1406.0,,379.0,365.0,,393.0,2167.0,466.0,1089.0,2633.0,3295.0,25.774518790100824,32.190650779101745,28.212648945921178,6.947754353803849,,6.691109074243813,,60.40329972502292,7.204399633363886,39.725022914757105,48.267644362969754,19.963336388634282,74.22548120989917
Hampton School District,0630011,2024,74.0,,,63.0,0.0,,,0.0,0.0,22.0,8.0,20.0,30.0,,85.13513513513513,,,,0.0,,0.0,,0.0,29.72972972972973,40.54054054054054,27.027027027027028,14.86486486486487
Hartford School District,0640011,2024,16839.0,4820.0,9510.0,1109.0,58.0,833.0,486.0,23.0,4191.0,12753.0,469.0,3463.0,13222.0,14330.0,6.585901775639884,28.624027555080467,56.47603776946375,4.946849575390463,0.344438505849516,2.8861571352218065,0.13658768335411842,85.10006532454422,24.888651345091752,75.73490112239443,78.52010214383277,20.56535423718748,93.41409822436012
Hartland School District,0650011,2024,109.0,,,95.0,0.0,0.0,7.0,0.0,0.0,,,22.0,,,87.1559633027523,,,0.0,0.0,6.422018348623854,0.0,,0.0,,,20.18348623853211,12.844036697247702
Hebron School District,0670011,2024,701.0,,35.0,619.0,,12.0,21.0,0.0,,101.0,27.0,99.0,128.0,38.0,88.30242510699001,,4.9928673323823105,1.7118402282453637,,2.9957203994293864,0.0,5.420827389443652,,14.407988587731813,18.25962910128388,14.122681883024251,11.697574893009985
Highville Charter School District,2860013,2024,504.0,423.0,69.0,,,0.0,8.0,,,321.0,43.0,44.0,364.0,492.0,,83.92857142857143,13.690476190476192,0.0,,1.5873015873015872,,97.61904761904762,,63.69047619047619,72.22222222222221,8.73015873015873,
Integrated Day Charter School District,2640013,2024,362.0,40.0,82.0,157.0,,50.0,,0.0,25.0,141.0,19.0,40.0,160.0,122.0,43.370165745856355,11.049723756906078,22.65193370165746,13.812154696132598,,,0.0,33.70165745856354,6.906077348066299,38.950276243093924,44.19889502762431,11.049723756906078,56.629834254143645
Interdistrict School for Arts and Comm District,2650013,2024,279.0,44.0,172.0,36.0,,,22.0,0.0,48.0,171.0,27.0,50.0,198.0,216.0,12.903225806451612,15.770609318996415,61.648745519713266,,,7.885304659498208,0.0,77.41935483870968,17.20430107526882,61.29032258064516,70.96774193548387,17.921146953405017,87.09677419354838
Jumoke Academy District,2610013,2024,619.0,577.0,26.0,,,,6.0,0.0,11.0,,0.0,48.0,0.0,603.0,,93.21486268174475,4.20032310177706,,,0.9693053311793215,0.0,97.4151857835218,1.7770597738287561,,0.0,7.754442649434572,
Kent School District,0680011,2024,191.0,,20.0,157.0,0.0,,9.0,0.0,,28.0,19.0,34.0,47.0,23.0,82.19895287958116,,10.471204188481675,,0.0,4.712041884816754,0.0,12.041884816753926,,14.659685863874344,24.60732984293194,17.801047120418847,17.801047120418843
Killingly School District,0690011,2024,2423.0,56.0,307.0,1830.0,,55.0,165.0,,54.0,1007.0,198.0,505.0,1205.0,363.0,75.52620718118035,2.311184482047049,12.670243499793642,2.269913330581923,,6.8097399917457695,,14.981427981840692,2.228642179116797,41.56004952538176,49.73173751547668,20.84193148988857,24.473792818819646
Learn,2450014,2024,1396.0,112.0,529.0,531.0,,,182.0,0.0,112.0,689.0,126.0,257.0,815.0,641.0,38.03724928366762,8.022922636103152,37.893982808022926,,,13.03724928366762,0.0,45.91690544412608,8.022922636103152,49.355300859598856,58.3810888252149,18.40974212034384,61.96275071633238
Lebanon School District,0710011,2024,985.0,8.0,85.0,851.0,,8.0,22.0,,10.0,233.0,71.0,191.0,304.0,93.0,86.39593908629442,0.8121827411167513,8.629441624365482,0.8121827411167513,,2.233502538071066,,9.441624365482234,1.015228426395939,23.65482233502538,30.862944162436552,19.39086294416244,13.604060913705581
Ledyard School District,0720011,2024,2445.0,89.0,335.0,1692.0,79.0,81.0,144.0,25.0,43.0,600.0,189.0,473.0,789.0,424.0,69.20245398773007,3.640081799591002,13.701431492842536,3.3128834355828225,3.2310838445807772,5.889570552147239,1.0224948875255624,17.34151329243354,1.7586912065439675,24.539877300613497,32.26993865030675,19.34560327198364,30.797546012269933
Lisbon School District,0730011,2024,442.0,6.0,59.0,338.0,,,32.0,0.0,7.0,129.0,37.0,94.0,166.0,65.0,76.47058823529412,1.3574660633484164,13.34841628959276,,,7.239819004524888,0.0,14.705882352941178,1.583710407239819,29.185520361990953,37.55656108597285,21.266968325791854,23.529411764705884
Litchfield School District,0740011,2024,822.0,,63.0,729.0,,12.0,11.0,,7.0,150.0,57.0,152.0,207.0,66.0,88.6861313868613,,7.664233576642336,1.4598540145985401,,1.338199513381995,,8.02919708029197,0.851581508515815,18.248175182481752,25.18248175182482,18.491484184914842,11.313868613138695
