District,District Code,fiscal_year,rev_local,rev_state,rev_federal,rev_tuition_other,rev_total,pct_local,pct_state,pct_federal,pct_tuition_other
Torrington School District,1430011,2022,51261232.0,30403140.0,7894038.0,197098.0,89755507.0,57.1,33.9,8.8,0.2
Trumbull School District,1440011,2022,113388352.0,5232259.0,3952172.0,1823404.0,124396187.0,91.2,4.2,3.2,1.5
Union School District,1450011,2022,1650678.0,211914.0,99307.0,0.0,1961899.0,84.1,10.8,5.1,0.0
Vernon School District,1460011,2022,35776010.0,22189256.0,3780213.0,816503.0,62561982.0,57.2,35.5,6.0,1.3
Voluntown School District,1470011,2022,4604923.0,2425149.0,326093.0,0.0,7356165.0,62.6,33.0,4.4,0.0
Wallingford School District,1480011,2022,87780785.0,24243847.0,4326125.0,1425376.0,117776132.0,74.5,20.6,3.7,1.2
Waterbury School District,1510011,2022,85830768.0,195702865.0,34026806.0,1331088.0,316891527.0,27.1,61.8,10.7,0.4
Waterford School District,1520011,2022,51445192.0,976238.0,2577544.0,197318.0,55196292.0,93.2,1.8,4.7,0.4
Watertown School District,1530011,2022,36405702.0,13030490.0,3473308.0,115177.0,53024676.0,68.7,24.6,6.6,0.2
West Hartford School District,1550011,2022,153430382.0,28875780.0,9331294.0,1607417.0,193244873.0,79.4,14.9,4.8,0.8
West Haven School District,1560011,2022,48788336.0,54721059.0,15733394.0,309096.0,119551886.0,40.8,45.8,13.2,0.3
Westbrook School District,1540011,2022,18565485.0,207573.0,892833.0,39603.0,19705494.0,94.2,1.1,4.5,0.2
Weston School District,1570011,2022,53407839.0,1039757.0,878368.0,160310.0,55486274.0,96.3,1.9,1.6,0.3
Westport School District,1580011,2022,127760562.0,1621073.0,3085071.0,457145.0,132923850.0,96.1,1.2,2.3,0.3
Wethersfield School District,1590011,2022,52528498.0,14109404.0,2498111.0,394701.0,69530715.0,75.5,20.3,3.6,0.6
Willington School District,1600011,2022,6845021.0,2481709.0,429262.0,0.0,9755992.0,70.2,25.4,4.4,0.0
Wilton School District,1610011,2022,85044302.0,1902306.0,1773701.0,1093532.0,89813841.0,94.7,2.1,2.0,1.2
Winchester School District,1620011,2022,13261465.0,9234554.0,1469563.0,86461.0,24052043.0,55.1,38.4,6.1,0.4
Windham School District,1630011,2022,21916039.0,37579839.0,9098384.0,1499034.0,70093296.0,31.3,53.6,13.0,2.1
Windsor Locks School District,1650011,2022,27340929.0,6459492.0,2373404.0,1782569.0,37956394.0,72.0,17.0,6.3,4.7
Windsor School District,1640011,2022,64092961.0,14407739.0,4654541.0,30004.0,83185245.0,77.0,17.3,5.6,0.0
Wolcott School District,1660011,2022,23210839.0,13157382.0,2334168.0,55995.0,38758384.0,59.9,33.9,6.0,0.1
Woodbridge School District,1670011,2022,14938685.0,670172.0,482394.0,23017.0,16114269.0,92.7,4.2,3.0,0.1
Woodstock School District,1690011,2022,15092495.0,5190411.0,1438527.0,86416.0,21807849.0,69.2,23.8,6.6,0.4
Achievement First Bridgeport Academy District,2850013,2023,418000.0,12884594.0,2110361.0,0.0,15412955.0,2.7,83.6,13.7,0.0
Achievement First Hartford Academy District,2880013,2023,1274555.0,12632189.0,2485940.0,0.0,16392684.0,7.8,77.1,15.2,0.0
Amistad Academy District,2790013,2023,334558.0,13112513.0,2382822.0,0.0,15829893.0,2.1,82.8,15.1,0.0
Andover School District,10011,2023,3063786.0,1139280.0,213145.0,104537.0,4520748.0,67.8,25.2,4.7,2.3
Ansonia School District,20011,2023,19025877.0,22584053.0,5602021.0,364985.0,47576937.0,40.0,47.5,11.8,0.8
Area Cooperative Educational Services,2440014,2023,9892374.0,13120051.0,2464414.0,73201944.0,98678783.0,10.0,13.3,2.5,74.2
Ashford School District,30011,2023,5753281.0,2722271.0,528458.0,13145.0,9017154.0,63.8,30.2,5.9,0.1
Avon School District,40011,2023,59753939.0,2788207.0,1519109.0,2401652.0,66462907.0,89.9,4.2,2.3,3.6
Barkhamsted School District,50011,2023,3729661.0,711154.0,320513.0,28813.0,4790141.0,77.9,14.8,6.7,0.6
Berlin School District,70011,2023,48811543.0,7874292.0,1523944.0,372837.0,58582616.0,83.3,13.4,2.6,0.6
Bethany School District,80011,2023,6232436.0,1035655.0,834486.0,48935.0,8151511.0,76.5,12.7,10.2,0.6
Bethel School District,90011,2023,47420561.0,9432664.0,3390214.0,62748.0,60306187.0,78.6,15.6,5.6,0.1
Bloomfield School District,110011,2023,42052193.0,14925224.0,3704727.0,2128375.0,62810519.0,67.0,23.8,5.9,3.4
Bolton School District,120011,2023,11858703.0,3269349.0,262533.0,371218.0,15761803.0,75.2,20.7,1.7,2.4
Booker T. Washington Academy District,2950013,2023,145000.0,5266792.0,1003472.0,53652.0,6468915.0,2.2,81.4,15.5,0.8
Bozrah School District,130011,2023,5623521.0,1216499.0,258852.0,0.0,7098872.0,79.2,17.1,3.6,0.0
Branford School District,140011,2023,57456308.0,4625735.0,3037941.0,105747.0,65225731.0,88.1,7.1,4.7,0.2
Brass City Charter School District,2900013,2023,612181.0,4192371.0,464336.0,574411.0,5843299.0,10.5,71.7,7.9,9.8
Bridgeport School District,150011,2023,72723874.0,222705955.0,75721998.0,3780095.0,374931922.0,19.4,59.4,20.2,1.0
Bristol School District,170011,2023,88593776.0,57766308.0,14959335.0,531148.0,161850567.0,54.7,35.7,9.2,0.3
Brookfield School District,180011,2023,49733275.0,1835172.0,1423792.0,152132.0,53144371.0,93.6,3.5,2.7,0.3
Brooklyn School District,190011,2023,13446655.0,7383484.0,1506461.0,27111.0,22363711.0,60.1,33.0,6.7,0.1
Canaan School District,210011,2023,2491605.0,87293.0,82113.0,2558.0,2663568.0,93.5,3.3,3.1,0.1
Canterbury School District,220011,2023,7410784.0,4287720.0,692024.0,76031.0,12466559.0,59.4,34.4,5.6,0.6
Canton School District,230011,2023,25293725.0,5713728.0,737510.0,531344.0,32276307.0,78.4,17.7,2.3,1.6
Capital Preparatory Harbor School District,2970013,2023,670974.0,8577007.0,1605504.0,0.0,10853485.0,6.2,79.0,14.8,0.0
Capitol Region Education Council,2410014,2023,0.0,129288372.0,15827941.0,111177093.0,256293407.0,0.0,50.4,6.2,43.4
Chaplin School District,240011,2023,2866285.0,1023685.0,230812.0,43218.0,4163999.0,68.8,24.6,5.5,1.0
Cheshire School District,250011,2023,70438071.0,10446076.0,2150193.0,354002.0,83388342.0,84.5,12.5,2.6,0.4
Chester School District,260011,2023,4805617.0,522471.0,336462.0,13500.0,5678050.0,84.6,9.2,5.9,0.2
Clinton School District,270011,2023,29235517.0,5611041.0,1924845.0,114529.0,36885932.0,79.3,15.2,5.2,0.3
Colchester School District,280011,2023,29002930.0,12967258.0,2522342.0,902605.0,45395135.0,63.9,28.6,5.6,2.0
Colebrook School District,290011,2023,2111552.0,193923.0,140034.0,0.0,2445413.0,86.3,7.9,5.7,0.0
Columbia School District,300011,2023,10297052.0,2478109.0,404957.0,58337.0,13238454.0,77.8,18.7,3.1,0.4
Common Ground High School District,2680013,2023,8000.0,2361710.0,798103.0,1380460.0,4548273.0,0.2,51.9,17.5,30.4
Connecticut Technical Education and Career System,9000016,2023,0.0,300525561.0,17836982.0,878739.0,319241282.0,0.0,94.1,5.6,0.3
Cooperative Educational Services,2430014,2023,5300473.0,4604394.0,478606.0,27879989.0,38263461.0,13.9,12.0,1.3,72.9
Cornwall School District,310011,2023,3198538.0,10175.0,149091.0,24617.0,3382421.0,94.6,0.3,4.4,0.7
Coventry School District,320011,2023,21050697.0,8653349.0,1203982.0,33125.0,30941153.0,68.0,28.0,3.9,0.1
Cromwell School District,330011,2023,29314423.0,7682541.0,1449951.0,690330.0,39137245.0,74.9,19.6,3.7,1.8
Danbury School District,340011,2023,120911443.0,52203321.0,29776551.0,827344.0,203718659.0,59.4,25.6,14.6,0.4
Darien School District,350011,2023,109630401.0,3591529.0,1663516.0,736922.0,115622368.0,94.8,3.1,1.4,0.6
Deep River School District,360011,2023,4889007.0,707003.0,353296.0,0.0,5949306.0,82.2,11.9,5.9,0.0
Derby School District,370011,2023,17672915.0,11513206.0,4072297.0,1071.0,33259489.0,53.1,34.6,12.2,0.0
East Granby School District,400011,2023,17116048.0,2300559.0,510053.0,442253.0,20368914.0,84.0,11.3,2.5,2.2
East Haddam School District,410011,2023,19014101.0,3848385.0,655082.0,845059.0,24362627.0,78.0,15.8,2.7,3.5
East Hampton School District,420011,2023,28653843.0,7760969.0,1089766.0,83274.0,37587852.0,76.2,20.6,2.9,0.2
East Hartford School District,430011,2023,52471909.0,67474384.0,13700640.0,5792031.0,139438964.0,37.6,48.4,9.8,4.2
East Haven School District,440011,2023,30360800.0,22540280.0,5087978.0,702384.0,58691441.0,51.7,38.4,8.7,1.2
East Lyme School District,450011,2023,45571101.0,6307873.0,1693310.0,2916375.0,56488659.0,80.7,11.2,3.0,5.2
East Windsor School District,470011,2023,19627315.0,6635798.0,2353711.0,720628.0,29337451.0,66.9,22.6,8.0,2.5
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2023,0.0,2851575.0,439488.0,16315261.0,19606324.0,0.0,14.5,2.2,83.2
Eastford School District,390011,2023,3174313.0,1165298.0,292167.0,33409.0,4665186.0,68.0,25.0,6.3,0.7
Easton School District,460011,2023,17844712.0,263231.0,397396.0,132931.0,18638270.0,95.7,1.4,2.1,0.7
EdAdvance,2420014,2023,11253578.0,104917.0,3332519.0,61545.0,14752559.0,76.3,0.7,22.6,0.4
Ellington School District,480011,2023,33553293.0,12025393.0,951743.0,1333860.0,47864289.0,70.1,25.1,2.0,2.8
Elm City College Preparatory School District,2890013,2023,148368.0,9463825.0,1521094.0,1185047.0,12318334.0,1.2,76.8,12.3,9.6
Elm City Montessori School District,2910013,2023,3734581.0,855000.0,672591.0,0.0,5262172.0,71.0,16.2,12.8,0.0
Enfield School District,490011,2023,50748835.0,32810400.0,10375752.0,1728326.0,95663314.0,53.0,34.3,10.8,1.8
Essex School District,500011,2023,8036688.0,178285.0,218324.0,0.0,8433297.0,95.3,2.1,2.6,0.0
Explorations District,2720013,2023,282305.0,1085702.0,125151.0,287406.0,1780565.0,15.9,61.0,7.0,16.1
Fairfield School District,510011,2023,207241165.0,4785194.0,4954031.0,898090.0,217878480.0,95.1,2.2,2.3,0.4
Farmington School District,520011,2023,77172644.0,2955837.0,2800424.0,2360220.0,85289125.0,90.5,3.5,3.3,2.8
Franklin School District,530011,2023,4109323.0,766588.0,94309.0,0.0,4970220.0,82.7,15.4,1.9,0.0
Glastonbury School District,540011,2023,110034923.0,7713110.0,2126621.0,1866851.0,121741505.0,90.4,6.3,1.7,1.5
Goodwin University Educational Services (GUES),2310018,2023,94597.0,12673783.0,653525.0,6830475.0,20252380.0,0.5,62.6,3.2,33.7
Granby School District,560011,2023,27191256.0,7110334.0,973971.0,1413681.0,36689242.0,74.1,19.4,2.7,3.9
Great Oaks Charter School District,2940013,2023,889791.0,7692657.0,2946875.0,179517.0,11708840.0,7.6,65.7,25.2,1.5
Greenwich School District,570011,2023,219567420.0,2270121.0,9150882.0,1337918.0,232326341.0,94.5,1.0,3.9,0.6
Griswold School District,580011,2023,15097675.0,12131660.0,1541395.0,2892116.0,31662846.0,47.7,38.3,4.9,9.1
Groton School District,590011,2023,53415374.0,26911415.0,7288466.0,58836.0,87674091.0,60.9,30.7,8.3,0.1
Guilford School District,600011,2023,64287295.0,2559514.0,1454021.0,214523.0,68515353.0,93.8,3.7,2.1,0.3
Hamden School District,620011,2023,99392476.0,37825877.0,10683739.0,0.0,147902092.0,67.2,25.6,7.2,0.0
Hampton School District,630011,2023,1444145.0,678631.0,157125.0,19918.0,2299818.0,62.8,29.5,6.8,0.9
Hartford School District,640011,2023,89844940.0,291900946.0,87933793.0,8912885.0,478592563.0,18.8,61.0,18.4,1.9
Hartland School District,650011,2023,4436534.0,1072343.0,332304.0,5700.0,5846881.0,75.9,18.3,5.7,0.1
Hebron School District,670011,2023,9349495.0,3448276.0,530825.0,16501.0,13345098.0,70.1,25.8,4.0,0.1
Highville Charter School District,2860013,2023,116223.0,4963924.0,846090.0,0.0,5926237.0,2.0,83.8,14.3,0.0
Integrated Day Charter School District,2640013,2023,421588.0,4338485.0,457897.0,79165.0,5297134.0,8.0,81.9,8.6,1.5
Interdistrict School for Arts and Comm District,2650013,2023,746468.0,3102569.0,888816.0,10139.0,4747992.0,15.7,65.3,18.7,0.2
Jumoke Academy District,2610013,2023,448071.0,8343130.0,635096.0,30869.0,9457167.0,4.7,88.2,6.7,0.3
Kent School District,680011,2023,5697439.0,26662.0,336249.0,85473.0,6145823.0,92.7,0.4,5.5,1.4
Killingly School District,690011,2023,24588288.0,17768743.0,3718168.0,2744021.0,48819221.0,50.4,36.4,7.6,5.6
Learn,2450014,2023,1153680.0,10992356.0,2501777.0,22093242.0,36741055.0,3.1,29.9,6.8,60.1
Lebanon School District,710011,2023,14963556.0,5337231.0,965214.0,1103840.0,22369841.0,66.9,23.9,4.3,4.9
Ledyard School District,720011,2023,27441012.0,13797577.0,1787210.0,959527.0,43985326.0,62.4,31.4,4.1,2.2
Lisbon School District,730011,2023,7208909.0,3223216.0,546078.0,130956.0,11109159.0,64.9,29.0,4.9,1.2
Litchfield School District,740011,2023,17634213.0,1434198.0,528770.0,0.0,19597181.0,90.0,7.3,2.7,0.0
Madison School District,760011,2023,57660750.0,1269176.0,1217172.0,469436.0,60616534.0,95.1,2.1,2.0,0.8
Manchester School District,770011,2023,87285338.0,47277189.0,13463789.0,2653801.0,150680117.0,57.9,31.4,8.9,1.8
Mansfield School District,780011,2023,18242785.0,6475512.0,1033353.0,6027.0,25757678.0,70.8,25.1,4.0,0.0
Marlborough School District,790011,2023,6554173.0,1682536.0,259497.0,3704.0,8499910.0,77.1,19.8,3.1,0.0
Meriden School District,800011,2023,49661630.0,78188519.0,21568121.0,1157405.0,150575675.0,33.0,51.9,14.3,0.8
Middletown School District,830011,2023,73311789.0,28280581.0,7193302.0,788729.0,109574401.0,66.9,25.8,6.6,0.7
Milford School District,840011,2023,116372670.0,11424749.0,5149796.0,103307.0,133050522.0,87.5,8.6,3.9,0.1
Monroe School District,850011,2023,58474812.0,5999160.0,1400197.0,244865.0,66119034.0,88.4,9.1,2.1,0.4
Montville School District,860011,2023,27762135.0,13428174.0,2319456.0,290987.0,43800752.0,63.4,30.7,5.3,0.7
Naugatuck School District,880011,2023,35993327.0,35622421.0,6713997.0,392817.0,78722563.0,45.7,45.3,8.5,0.5
New Beginnings Inc Family Academy District,2800013,2023,309742.0,5146073.0,1465924.0,344042.0,7265781.0,4.3,70.8,20.2,4.7
New Britain School District,890011,2023,50363515.0,118233498.0,36109081.0,1330286.0,206036380.0,24.4,57.4,17.5,0.6
New Canaan School District,900011,2023,99235345.0,1319880.0,1711155.0,898542.0,103164921.0,96.2,1.3,1.7,0.9
New Fairfield School District,910011,2023,41047545.0,4306334.0,1936213.0,717131.0,48007223.0,85.5,9.0,4.0,1.5
New Hartford School District,920011,2023,7763145.0,1554404.0,267782.0,24701.0,9610032.0,80.8,16.2,2.8,0.3
New Haven School District,930011,2023,106220717.0,222171049.0,71613133.0,3620781.0,403625679.0,26.3,55.0,17.7,0.9
New London School District,950011,2023,22061043.0,40502789.0,13983172.0,2559585.0,79106589.0,27.9,51.2,17.7,3.2
New Milford School District,960011,2023,56330440.0,12840261.0,2752732.0,1044845.0,72968278.0,77.2,17.6,3.8,1.4
Newington School District,940011,2023,64420467.0,17097646.0,3494290.0,1361863.0,86374266.0,74.6,19.8,4.0,1.6
Newtown School District,970011,2023,78259986.0,6422473.0,2179634.0,798091.0,87660183.0,89.3,7.3,2.5,0.9
Norfolk School District,980011,2023,2477016.0,16807.0,101238.0,1900.0,2596961.0,95.4,0.6,3.9,0.1
North Branford School District,990011,2023,26558791.0,7951733.0,900452.0,0.0,35370444.0,75.1,22.5,2.5,0.0
North Canaan School District,1000011,2023,4317571.0,1341872.0,346269.0,8331.0,6014043.0,71.8,22.3,5.8,0.1
North Haven School District,1010011,2023,57344084.0,5141925.0,1793852.0,21086.0,64300947.0,89.2,8.0,2.8,0.0
North Stonington School District,1020011,2023,11628337.0,2633870.0,502443.0,204622.0,14969272.0,77.7,17.6,3.4,1.4
Norwalk School District,1030011,2023,210087055.0,28796716.0,26070064.0,1905014.0,266858848.0,78.7,10.8,9.8,0.7
Norwich School District,1040011,2023,56469914.0,47200295.0,18827338.0,254390.0,122751936.0,46.0,38.5,15.3,0.2
Odyssey Community School District,2630013,2023,338233.0,4414213.0,361439.0,307939.0,5421824.0,6.2,81.4,6.7,5.7
Old Saybrook School District,1060011,2023,27454254.0,286307.0,748214.0,78607.0,28567382.0,96.1,1.0,2.6,0.3
Orange School District,1070011,2023,22571268.0,727662.0,1077142.0,0.0,24376072.0,92.6,3.0,4.4,0.0
Oxford School District,1080011,2023,30154402.0,4474056.0,952644.0,24265.0,35605367.0,84.7,12.6,2.7,0.1
Park City Prep Charter School District,2830013,2023,332330.0,4606823.0,1246589.0,0.0,6185742.0,5.4,74.5,20.2,0.0
Plainfield School District,1090011,2023,19889144.0,15781994.0,2698151.0,1493750.0,39863039.0,49.9,39.6,6.8,3.7
Plainville School District,1100011,2023,30339087.0,14090341.0,3258738.0,73385.0,47761551.0,63.5,29.5,6.8,0.2
Plymouth School District,1110011,2023,16553049.0,10838812.0,1435791.0,46258.0,28873910.0,57.3,37.5,5.0,0.2
Pomfret School District,1120011,2023,7971774.0,2995053.0,379084.0,0.0,11345911.0,70.3,26.4,3.3,0.0
Portland School District,1130011,2023,19084453.0,5904157.0,1502560.0,53428.0,26544597.0,71.9,22.2,5.7,0.2
Preston School District,1140011,2023,10259191.0,3075220.0,643793.0,117398.0,14095602.0,72.8,21.8,4.6,0.8
Putnam School District,1160011,2023,11017894.0,9542585.0,2667679.0,324804.0,23552962.0,46.8,40.5,11.3,1.4
Redding School District,1170011,2023,23692774.0,148044.0,424123.0,202352.0,24467293.0,96.8,0.6,1.7,0.8
Regional School District 01,2010012,2023,10249336.0,1709783.0,315353.0,70319.0,12344791.0,83.0,13.9,2.6,0.6
Regional School District 04,2040012,2023,18512538.0,1743236.0,473514.0,0.0,20729288.0,89.3,8.4,2.3,0.0
Regional School District 05,2050012,2023,43928884.0,2195503.0,1236809.0,122948.0,47484143.0,92.5,4.6,2.6,0.3
Regional School District 06,2060012,2023,16687211.0,1752348.0,359680.0,1800830.0,20600069.0,81.0,8.5,1.7,8.7
Regional School District 07,2070012,2023,18032128.0,3521823.0,571967.0,868139.0,22994057.0,78.4,15.3,2.5,3.8
Regional School District 08,2080012,2023,22191282.0,5739774.0,438190.0,125178.0,28494424.0,77.9,20.1,1.5,0.4
Regional School District 09,2090012,2023,23375983.0,719903.0,487746.0,24988.0,24608619.0,95.0,2.9,2.0,0.1
Regional School District 10,2100012,2023,33998047.0,7638199.0,968838.0,238644.0,42843728.0,79.4,17.8,2.3,0.6
Regional School District 11,2110012,2023,4922658.0,1726039.0,372489.0,27099.0,7048285.0,69.8,24.5,5.3,0.4
Regional School District 12,2120012,2023,20001862.0,901713.0,654681.0,1833619.0,23391874.0,85.5,3.9,2.8,7.8
Regional School District 13,2130012,2023,31321952.0,5478563.0,738581.0,123155.0,37662252.0,83.2,14.5,2.0,0.3
Regional School District 14,2140012,2023,28773495.0,5364077.0,996209.0,2137696.0,37271478.0,77.2,14.4,2.7,5.7
Regional School District 15,2150012,2023,70604185.0,8818870.0,2384794.0,180142.0,81987991.0,86.1,10.8,2.9,0.2
Regional School District 16,2160012,2023,29134008.0,10113238.0,1190783.0,60044.0,40498074.0,71.9,25.0,2.9,0.1
Regional School District 17,2170012,2023,38211963.0,5317212.0,680342.0,0.0,44209516.0,86.4,12.0,1.5,0.0
Regional School District 18,2180012,2023,29789511.0,720880.0,757931.0,227750.0,31496072.0,94.6,2.3,2.4,0.7
Regional School District 19,2190012,2023,13566706.0,6583060.0,794761.0,3126927.0,24071454.0,56.4,27.3,3.3,13.0
Ridgefield School District,1180011,2023,105125596.0,2125943.0,1735947.0,67910.0,109055396.0,96.4,1.9,1.6,0.1
Rocky Hill School District,1190011,2023,45353321.0,6580886.0,1579477.0,112024.0,53625708.0,84.6,12.3,2.9,0.2
Salem School District,1210011,2023,8787215.0,2593582.0,375155.0,47832.0,11803784.0,74.4,22.0,3.2,0.4
Salisbury School District,1220011,2023,7920111.0,27699.0,363703.0,10852.0,8322365.0,95.2,0.3,4.4,0.1
Scotland School District,1230011,2023,1699883.0,860284.0,203720.0,24014.0,2787901.0,61.0,30.9,7.3,0.9
Seymour School District,1240011,2023,26555352.0,11589821.0,3143617.0,0.0,41288790.0,64.3,28.1,7.6,0.0
Sharon School District,1250011,2023,4830912.0,14887.0,194771.0,3508.0,5044078.0,95.8,0.3,3.9,0.1
Shelton School District,1260011,2023,70176266.0,9431613.0,4193212.0,55907.0,83856998.0,83.7,11.2,5.0,0.1
Sherman School District,1270011,2023,9139330.0,184244.0,266440.0,41572.0,9631587.0,94.9,1.9,2.8,0.4
Side By Side Charter School District,2700013,2023,127729.0,2976744.0,243873.0,129181.0,3477527.0,3.7,85.6,7.0,3.7
Simsbury School District,1280011,2023,69592893.0,11454023.0,2064666.0,2660416.0,85771998.0,81.1,13.4,2.4,3.1
Somers School District,1290011,2023,21089116.0,6024554.0,1114720.0,33332.0,28261721.0,74.6,21.3,3.9,0.1
South Windsor School District,1320011,2023,71248819.0,14090482.0,1973129.0,770909.0,88083340.0,80.9,16.0,2.2,0.9
Southington School District,1310011,2023,83841377.0,24666838.0,4069527.0,1957155.0,114534898.0,73.2,21.5,3.6,1.7
Sprague School District,1330011,2023,4013571.0,2933047.0,589611.0,16963.0,7553191.0,53.1,38.8,7.8,0.2
Stafford School District,1340011,2023,20269243.0,10252008.0,1651803.0,282932.0,32455986.0,62.5,31.6,5.1,0.9
Stamford Charter School for Excellence District,2960013,2023,229592.0,5405439.0,532443.0,0.0,6167474.0,3.7,87.6,8.6,0.0
Stamford School District,1350011,2023,294489846.0,42173581.0,24218367.0,1751763.0,362633556.0,81.2,11.6,6.7,0.5
Sterling School District,1360011,2023,4946749.0,3520313.0,548430.0,107859.0,9123351.0,54.2,38.6,6.0,1.2
Stonington School District,1370011,2023,39072018.0,1572115.0,1660333.0,18875.0,42323341.0,92.3,3.7,3.9,0.0
Stratford School District,1380011,2023,99571636.0,29815932.0,11827035.0,550515.0,141765117.0,70.2,21.0,8.3,0.4
Suffield School District,1390011,2023,30086758.0,8024975.0,1483758.0,1466354.0,41061845.0,73.3,19.5,3.6,3.6
The Bridge Academy District,2690013,2023,369058.0,3318743.0,839567.0,107250.0,4634617.0,8.0,71.6,18.1,2.3
Thomaston School District,1400011,2023,11163647.0,6227587.0,974207.0,66545.0,18431986.0,60.6,33.8,5.3,0.4
Thompson School District,1410011,2023,12560680.0,7955596.0,894985.0,74124.0,21485384.0,58.5,37.0,4.2,0.3
Tolland School District,1420011,2023,32940959.0,10247759.0,928570.0,0.0,44117288.0,74.7,23.2,2.1,0.0
Torrington School District,1430011,2023,52845910.0,30891792.0,4812465.0,208931.0,88759098.0,59.5,34.8,5.4,0.2
Trumbull School District,1440011,2023,119255342.0,5461929.0,3748552.0,2033500.0,130499323.0,91.4,4.2,2.9,1.6
Union School District,1450011,2023,1545874.0,212142.0,106941.0,3000.0,1867958.0,82.8,11.4,5.7,0.2
Vernon School District,1460011,2023,36952926.0,22908452.0,4202298.0,964316.0,65027993.0,56.8,35.2,6.5,1.5
Voluntown School District,1470011,2023,4627690.0,2480758.0,373420.0,0.0,7481868.0,61.9,33.2,5.0,0.0
Wallingford School District,1480011,2023,91800446.0,24786969.0,5293653.0,1493524.0,123374591.0,74.4,20.1,4.3,1.2
Waterbury School District,1510011,2023,84823474.0,203446989.0,65225467.0,1389558.0,354885488.0,23.9,57.3,18.4,0.4
Waterford School District,1520011,2023,53324314.0,883744.0,2427542.0,136003.0,56771603.0,93.9,1.6,4.3,0.2
Watertown School District,1530011,2023,40999054.0,13152530.0,1381212.0,172536.0,55705331.0,73.6,23.6,2.5,0.3
West Hartford School District,1550011,2023,158694357.0,29028794.0,9618623.0,1685637.0,199027411.0,79.7,14.6,4.8,0.8
West Haven School District,1560011,2023,48482888.0,57629813.0,11641190.0,415884.0,118169774.0,41.0,48.8,9.9,0.4
Westbrook School District,1540011,2023,18801598.0,85732.0,578265.0,21365.0,19486960.0,96.5,0.4,3.0,0.1
Weston School District,1570011,2023,55215706.0,1231846.0,1273243.0,255451.0,57976246.0,95.2,2.1,2.2,0.4
Westport School District,1580011,2023,133056815.0,1586760.0,2801969.0,487682.0,137933226.0,96.5,1.2,2.0,0.4
Wethersfield School District,1590011,2023,54427430.0,15481696.0,2916990.0,588387.0,73414503.0,74.1,21.1,4.0,0.8
Willington School District,1600011,2023,7027372.0,2502768.0,520986.0,29159.0,10080285.0,69.7,24.8,5.2,0.3
Wilton School District,1610011,2023,86781653.0,1936512.0,1988900.0,1167899.0,91874965.0,94.5,2.1,2.2,1.3
Winchester School District,1620011,2023,13670481.0,9108958.0,1098636.0,87194.0,23965269.0,57.0,38.0,4.6,0.4
Windham School District,1630011,2023,21888115.0,38262064.0,14674515.0,1832352.0,76657046.0,28.6,49.9,19.1,2.4
Windsor Locks School District,1650011,2023,27050877.0,7079450.0,2406890.0,1936012.0,38473229.0,70.3,18.4,6.3,5.0
Windsor School District,1640011,2023,66283727.0,14388833.0,3790223.0,0.0,84462783.0,78.5,17.0,4.5,0.0
Wolcott School District,1660011,2023,25119532.0,13773701.0,2281933.0,34820.0,41209985.0,61.0,33.4,5.5,0.1
Woodbridge School District,1670011,2023,16062860.0,522495.0,413060.0,31472.0,17029887.0,94.3,3.1,2.4,0.2
Woodstock School District,1690011,2023,15783412.0,5112033.0,1406146.0,125748.0,22427339.0,70.4,22.8,6.3,0.6
Achievement First Bridgeport Academy District,2850013,2024,436250.0,11408088.0,4185570.0,18968.0,16048875.0,2.7,71.1,26.1,0.1
Achievement First Hartford Academy District,2880013,2024,1424836.0,11823094.0,3750323.0,0.0,16998253.0,8.4,69.6,22.1,0.0
Amistad Academy District,2790013,2024,299579.0,13238955.0,2748418.0,15100.0,16302052.0,1.8,81.2,16.9,0.1
Andover School District,10011,2024,2709064.0,1204236.0,520773.0,127893.0,4561966.0,59.4,26.4,11.4,2.8
Ansonia School District,20011,2024,20905891.0,23706096.0,6106483.0,285612.0,51004081.0,41.0,46.5,12.0,0.6
Area Cooperative Educational Services,2440014,2024,9601355.0,13427538.0,3172071.0,77844721.0,104045685.0,9.2,12.9,3.0,74.8
Ashford School District,30011,2024,6097116.0,2758600.0,495780.0,6184.0,9357680.0,65.2,29.5,5.3,0.1
Avon School District,40011,2024,62473239.0,2795431.0,994965.0,2327577.0,68591213.0,91.1,4.1,1.5,3.4
Barkhamsted School District,50011,2024,3794345.0,749105.0,174600.0,41261.0,4759312.0,79.7,15.7,3.7,0.9
Berlin School District,70011,2024,50968973.0,7840130.0,1314094.0,530693.0,60653890.0,84.0,12.9,2.2,0.9
Bethany School District,80011,2024,6716595.0,1224507.0,579240.0,77891.0,8598233.0,78.1,14.2,6.7,0.9
Bethel School District,90011,2024,48822971.0,9457647.0,2724510.0,45770.0,61050899.0,80.0,15.5,4.5,0.1
Bloomfield School District,110011,2024,44820582.0,17545639.0,3285397.0,1709762.0,67361381.0,66.5,26.0,4.9,2.5
Bolton School District,120011,2024,12485495.0,3283980.0,286840.0,290232.0,16346546.0,76.4,20.1,1.8,1.8
Booker T. Washington Academy District,2950013,2024,96684.0,4945536.0,1222403.0,1240632.0,7505255.0,1.3,65.9,16.3,16.5
Bozrah School District,130011,2024,5755602.0,1235438.0,199016.0,0.0,7190055.0,80.0,17.2,2.8,0.0
