district,district_code,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,level1_count,level1_pct,level2_count,level2_pct,level3_count,level3_pct,level4_count,level4_pct,level3_4_count,pct_prof
Union School District,1450011,2017,ELA,Non-High Needs,36.0,36.0,100.0,36.0,,,,,,,,,,
Union School District,1450011,2017,ELA,High Needs,10.0,10.0,,10.0,,,,,,,,,,
Union School District,1450011,2017,Math,Non-High Needs,36.0,36.0,100.0,36.0,,,,,,,,,,
Union School District,1450011,2017,Math,High Needs,10.0,10.0,,10.0,,,,,,,,,,
Vernon School District,1460011,2017,ELA,Non-High Needs,672.0,668.0,99.4,668.0,66.0,9.9,141.0,21.1,261.0,39.1,200.0,29.9,461.0,69.0
Vernon School District,1460011,2017,ELA,High Needs,742.0,731.0,98.5,731.0,276.0,37.8,220.0,30.1,178.0,24.4,57.0,7.8,235.0,32.1
Vernon School District,1460011,2017,Math,Non-High Needs,672.0,668.0,99.4,668.0,68.0,10.2,197.0,29.5,212.0,31.7,191.0,28.6,403.0,60.3
Vernon School District,1460011,2017,Math,High Needs,742.0,728.0,98.1,728.0,310.0,42.6,237.0,32.6,129.0,17.7,52.0,7.1,181.0,24.9
Voluntown School District,1470011,2017,ELA,Non-High Needs,108.0,108.0,100.0,108.0,,,,,46.0,42.6,45.0,41.7,91.0,84.3
Voluntown School District,1470011,2017,ELA,High Needs,69.0,69.0,100.0,69.0,,,16.0,23.2,25.0,36.2,,,,
Voluntown School District,1470011,2017,Math,Non-High Needs,108.0,108.0,100.0,108.0,,,,,45.0,41.7,43.0,39.8,88.0,81.5
Voluntown School District,1470011,2017,Math,High Needs,69.0,69.0,100.0,69.0,,,21.0,30.4,17.0,24.6,,,,
Wallingford School District,1480011,2017,ELA,Non-High Needs,1761.0,1740.0,98.8,1740.0,168.0,9.7,425.0,24.4,721.0,41.4,426.0,24.5,1147.0,65.9
Wallingford School District,1480011,2017,ELA,High Needs,875.0,860.0,98.3,860.0,333.0,38.7,291.0,33.8,177.0,20.6,59.0,6.9,236.0,27.4
Wallingford School District,1480011,2017,Math,Non-High Needs,1761.0,1737.0,98.6,1737.0,198.0,11.4,579.0,33.3,551.0,31.7,409.0,23.5,960.0,55.3
Wallingford School District,1480011,2017,Math,High Needs,874.0,857.0,98.1,857.0,390.0,45.5,295.0,34.4,130.0,15.2,42.0,4.9,172.0,20.1
Waterbury School District,1510011,2017,ELA,Non-High Needs,1246.0,1239.0,99.4,1239.0,291.0,23.5,333.0,26.9,407.0,32.8,208.0,16.8,615.0,49.6
Waterbury School District,1510011,2017,ELA,High Needs,7285.0,7253.0,99.6,7252.0,3799.0,52.4,1855.0,25.6,1253.0,17.3,345.0,4.8,1598.0,22.0
Waterbury School District,1510011,2017,Math,Non-High Needs,1246.0,1239.0,99.4,1239.0,415.0,33.5,379.0,30.6,286.0,23.1,159.0,12.8,445.0,35.9
Waterbury School District,1510011,2017,Math,High Needs,7281.0,7243.0,99.5,7242.0,4288.0,59.2,1909.0,26.4,793.0,11.0,252.0,3.5,1045.0,14.4
Waterford School District,1520011,2017,ELA,Non-High Needs,825.0,824.0,99.9,823.0,50.0,6.1,144.0,17.5,353.0,42.9,276.0,33.5,629.0,76.4
Waterford School District,1520011,2017,ELA,High Needs,371.0,371.0,100.0,371.0,108.0,29.1,108.0,29.1,107.0,28.8,48.0,12.9,155.0,41.8
Waterford School District,1520011,2017,Math,Non-High Needs,825.0,824.0,99.9,823.0,65.0,7.9,237.0,28.8,249.0,30.3,272.0,33.0,521.0,63.3
Waterford School District,1520011,2017,Math,High Needs,372.0,371.0,99.7,371.0,133.0,35.8,123.0,33.2,81.0,21.8,34.0,9.2,115.0,31.0
Watertown School District,1530011,2017,ELA,Non-High Needs,829.0,820.0,98.9,820.0,49.0,6.0,169.0,20.6,340.0,41.5,262.0,32.0,602.0,73.4
Watertown School District,1530011,2017,ELA,High Needs,457.0,449.0,98.2,449.0,110.0,24.5,139.0,31.0,139.0,31.0,61.0,13.6,200.0,44.5
Watertown School District,1530011,2017,Math,Non-High Needs,828.0,817.0,98.7,817.0,98.0,12.0,263.0,32.2,267.0,32.7,189.0,23.1,456.0,55.8
Watertown School District,1530011,2017,Math,High Needs,457.0,448.0,98.0,448.0,152.0,33.9,164.0,36.6,90.0,20.1,42.0,9.4,132.0,29.5
West Hartford School District,1550011,2017,ELA,Non-High Needs,3192.0,3170.0,99.3,3170.0,115.0,3.6,396.0,12.5,1215.0,38.3,1444.0,45.6,2659.0,83.9
West Hartford School District,1550011,2017,ELA,High Needs,1300.0,1284.0,98.8,1275.0,449.0,35.2,327.0,25.6,332.0,26.0,167.0,13.1,499.0,39.1
West Hartford School District,1550011,2017,Math,Non-High Needs,3192.0,3166.0,99.2,3166.0,175.0,5.5,647.0,20.4,1038.0,32.8,1306.0,41.3,2344.0,74.0
West Hartford School District,1550011,2017,Math,High Needs,1299.0,1278.0,98.4,1274.0,534.0,41.9,370.0,29.0,229.0,18.0,141.0,11.1,370.0,29.0
West Haven School District,1560011,2017,ELA,Non-High Needs,821.0,815.0,99.3,815.0,87.0,10.7,194.0,23.8,317.0,38.9,217.0,26.6,534.0,65.5
West Haven School District,1560011,2017,ELA,High Needs,1846.0,1832.0,99.2,1832.0,601.0,32.8,553.0,30.2,488.0,26.6,190.0,10.4,678.0,37.0
West Haven School District,1560011,2017,Math,Non-High Needs,820.0,813.0,99.1,813.0,91.0,11.2,264.0,32.5,240.0,29.5,218.0,26.8,458.0,56.3
West Haven School District,1560011,2017,Math,High Needs,1846.0,1830.0,99.1,1830.0,644.0,35.2,604.0,33.0,401.0,21.9,181.0,9.9,582.0,31.8
Westbrook School District,1540011,2017,ELA,Non-High Needs,221.0,220.0,99.5,220.0,,,,,86.0,39.1,111.0,50.5,197.0,89.5
Westbrook School District,1540011,2017,ELA,High Needs,109.0,109.0,100.0,109.0,,,28.0,25.7,29.0,26.6,,,,
Westbrook School District,1540011,2017,Math,Non-High Needs,221.0,220.0,99.5,220.0,,,,,66.0,30.0,122.0,55.5,188.0,85.5
Westbrook School District,1540011,2017,Math,High Needs,109.0,109.0,100.0,109.0,,,37.0,33.9,35.0,32.1,,,,
Weston School District,1570011,2017,ELA,Non-High Needs,974.0,969.0,99.5,969.0,40.0,4.1,161.0,16.6,401.0,41.4,367.0,37.9,768.0,79.3
Weston School District,1570011,2017,ELA,High Needs,132.0,121.0,91.7,121.0,51.0,42.1,27.0,22.3,33.0,27.3,10.0,8.3,43.0,35.5
Weston School District,1570011,2017,Math,Non-High Needs,974.0,966.0,99.2,966.0,30.0,3.1,174.0,18.0,337.0,34.9,425.0,44.0,762.0,78.9
Weston School District,1570011,2017,Math,High Needs,132.0,121.0,91.7,121.0,50.0,41.3,39.0,32.2,22.0,18.2,10.0,8.3,32.0,26.4
Westport School District,1580011,2017,ELA,Non-High Needs,2273.0,2213.0,97.4,2213.0,59.0,2.7,228.0,10.3,767.0,34.7,1159.0,52.4,1926.0,87.0
Westport School District,1580011,2017,ELA,High Needs,372.0,346.0,93.0,346.0,108.0,31.2,98.0,28.3,88.0,25.4,52.0,15.0,140.0,40.5
Westport School District,1580011,2017,Math,Non-High Needs,2273.0,2208.0,97.1,2208.0,70.0,3.2,346.0,15.7,624.0,28.3,1168.0,52.9,1792.0,81.2
Westport School District,1580011,2017,Math,High Needs,372.0,346.0,93.0,346.0,136.0,39.3,105.0,30.3,55.0,15.9,50.0,14.5,105.0,30.3
Wethersfield School District,1590011,2017,ELA,Non-High Needs,1124.0,1111.0,98.8,1111.0,53.0,4.8,183.0,16.5,427.0,38.4,448.0,40.3,875.0,78.8
Wethersfield School District,1590011,2017,ELA,High Needs,481.0,476.0,99.0,476.0,174.0,36.6,136.0,28.6,122.0,25.6,44.0,9.2,166.0,34.9
Wethersfield School District,1590011,2017,Math,Non-High Needs,1123.0,1110.0,98.8,1109.0,55.0,5.0,254.0,22.9,333.0,30.0,467.0,42.1,800.0,72.1
Wethersfield School District,1590011,2017,Math,High Needs,481.0,475.0,98.8,475.0,178.0,37.5,164.0,34.5,81.0,17.1,52.0,10.9,133.0,28.0
Willington School District,1600011,2017,ELA,Non-High Needs,185.0,181.0,97.8,180.0,22.0,12.2,42.0,23.3,73.0,40.6,43.0,23.9,116.0,64.4
Willington School District,1600011,2017,ELA,High Needs,96.0,94.0,97.9,94.0,33.0,35.1,25.0,26.6,18.0,19.1,18.0,19.1,36.0,38.3
Willington School District,1600011,2017,Math,Non-High Needs,185.0,181.0,97.8,180.0,17.0,9.4,51.0,28.3,68.0,37.8,44.0,24.4,112.0,62.2
Willington School District,1600011,2017,Math,High Needs,96.0,94.0,97.9,94.0,30.0,31.9,34.0,36.2,22.0,23.4,8.0,8.5,30.0,31.9
Wilton School District,1610011,2017,ELA,Non-High Needs,1614.0,1583.0,98.1,1583.0,39.0,2.5,220.0,13.9,644.0,40.7,680.0,43.0,1324.0,83.6
Wilton School District,1610011,2017,ELA,High Needs,279.0,271.0,97.1,271.0,96.0,35.4,92.0,33.9,60.0,22.1,23.0,8.5,83.0,30.6
Wilton School District,1610011,2017,Math,Non-High Needs,1614.0,1583.0,98.1,1583.0,67.0,4.2,311.0,19.6,508.0,32.1,697.0,44.0,1205.0,76.1
Wilton School District,1610011,2017,Math,High Needs,279.0,269.0,96.4,269.0,119.0,44.2,76.0,28.3,49.0,18.2,25.0,9.3,74.0,27.5
Winchester School District,1620011,2017,ELA,Non-High Needs,127.0,127.0,100.0,127.0,20.0,15.7,33.0,26.0,52.0,40.9,22.0,17.3,74.0,58.3
Winchester School District,1620011,2017,ELA,High Needs,197.0,192.0,97.5,191.0,94.0,49.2,41.0,21.5,33.0,17.3,23.0,12.0,56.0,29.3
Winchester School District,1620011,2017,Math,Non-High Needs,127.0,126.0,99.2,126.0,26.0,20.6,55.0,43.7,27.0,21.4,18.0,14.3,45.0,35.7
Winchester School District,1620011,2017,Math,High Needs,196.0,191.0,97.4,190.0,88.0,46.3,57.0,30.0,32.0,16.8,13.0,6.8,45.0,23.7
Windham School District,1630011,2017,ELA,Non-High Needs,265.0,264.0,99.6,264.0,22.0,8.3,45.0,17.0,108.0,40.9,89.0,33.7,197.0,74.6
Windham School District,1630011,2017,ELA,High Needs,1317.0,1308.0,99.3,1306.0,576.0,44.1,334.0,25.6,301.0,23.0,95.0,7.3,396.0,30.3
Windham School District,1630011,2017,Math,Non-High Needs,265.0,264.0,99.6,264.0,28.0,10.6,76.0,28.8,83.0,31.4,77.0,29.2,160.0,60.6
Windham School District,1630011,2017,Math,High Needs,1317.0,1304.0,99.0,1303.0,632.0,48.5,401.0,30.8,180.0,13.8,90.0,6.9,270.0,20.7
Windsor Locks School District,1650011,2017,ELA,Non-High Needs,339.0,335.0,98.8,335.0,48.0,14.3,61.0,18.2,148.0,44.2,78.0,23.3,226.0,67.5
Windsor Locks School District,1650011,2017,ELA,High Needs,351.0,348.0,99.1,348.0,136.0,39.1,102.0,29.3,78.0,22.4,32.0,9.2,110.0,31.6
Windsor Locks School District,1650011,2017,Math,Non-High Needs,339.0,335.0,98.8,335.0,46.0,13.7,99.0,29.6,117.0,34.9,73.0,21.8,190.0,56.7
Windsor Locks School District,1650011,2017,Math,High Needs,351.0,348.0,99.1,346.0,161.0,46.5,97.0,28.0,58.0,16.8,30.0,8.7,88.0,25.4
Windsor School District,1640011,2017,ELA,Non-High Needs,786.0,781.0,99.4,781.0,123.0,15.7,179.0,22.9,282.0,36.1,197.0,25.2,479.0,61.3
Windsor School District,1640011,2017,ELA,High Needs,592.0,582.0,98.3,582.0,266.0,45.7,155.0,26.6,108.0,18.6,53.0,9.1,161.0,27.7
Windsor School District,1640011,2017,Math,Non-High Needs,786.0,781.0,99.4,781.0,120.0,15.4,228.0,29.2,234.0,30.0,199.0,25.5,433.0,55.4
Windsor School District,1640011,2017,Math,High Needs,592.0,578.0,97.6,576.0,279.0,48.4,156.0,27.1,96.0,16.7,45.0,7.8,141.0,24.5
Wolcott School District,1660011,2017,ELA,Non-High Needs,716.0,711.0,99.3,711.0,54.0,7.6,157.0,22.1,288.0,40.5,212.0,29.8,500.0,70.3
Wolcott School District,1660011,2017,ELA,High Needs,312.0,307.0,98.4,307.0,82.0,26.7,91.0,29.6,92.0,30.0,42.0,13.7,134.0,43.6
Wolcott School District,1660011,2017,Math,Non-High Needs,716.0,711.0,99.3,711.0,53.0,7.5,196.0,27.6,229.0,32.2,233.0,32.8,462.0,65.0
Wolcott School District,1660011,2017,Math,High Needs,312.0,307.0,98.4,307.0,75.0,24.4,98.0,31.9,77.0,25.1,57.0,18.6,134.0,43.6
Woodbridge School District,1670011,2017,ELA,Non-High Needs,344.0,340.0,98.8,340.0,13.0,3.8,36.0,10.6,95.0,27.9,196.0,57.6,291.0,85.6
Woodbridge School District,1670011,2017,ELA,High Needs,90.0,83.0,92.2,83.0,28.0,33.7,23.0,27.7,19.0,22.9,13.0,15.7,32.0,38.6
Woodbridge School District,1670011,2017,Math,Non-High Needs,344.0,340.0,98.8,340.0,12.0,3.5,50.0,14.7,107.0,31.5,171.0,50.3,278.0,81.8
Woodbridge School District,1670011,2017,Math,High Needs,90.0,82.0,91.1,82.0,30.0,36.6,28.0,34.1,12.0,14.6,12.0,14.6,24.0,29.3
Woodstock School District,1690011,2017,ELA,Non-High Needs,482.0,467.0,96.9,467.0,44.0,9.4,96.0,20.6,193.0,41.3,134.0,28.7,327.0,70.0
Woodstock School District,1690011,2017,ELA,High Needs,112.0,105.0,93.8,105.0,37.0,35.2,35.0,33.3,26.0,24.8,7.0,6.7,33.0,31.4
Woodstock School District,1690011,2017,Math,Non-High Needs,482.0,464.0,96.3,463.0,,,182.0,39.3,144.0,31.1,,,,
Woodstock School District,1690011,2017,Math,High Needs,112.0,104.0,92.9,104.0,51.0,49.0,31.0,29.8,,,,,22.0,21.2
Achievement First Bridgeport Academy District,2850013,2018,ELA,Non-High Needs,,,,,,,,,,,,,,
Achievement First Bridgeport Academy District,2850013,2018,ELA,High Needs,,,,,,,,,,,,,,
Achievement First Bridgeport Academy District,2850013,2018,Math,Non-High Needs,,,,,,,,,,,,,,
Achievement First Bridgeport Academy District,2850013,2018,Math,High Needs,,,,,,,,,,,,,,
Achievement First Hartford Academy District,2880013,2018,ELA,Non-High Needs,,,,,,,,,,,,,,
Achievement First Hartford Academy District,2880013,2018,ELA,High Needs,,,,,,,,,,,,,,
Achievement First Hartford Academy District,2880013,2018,Math,Non-High Needs,,,,,,,,,,,,,,
Achievement First Hartford Academy District,2880013,2018,Math,High Needs,,,,,,,,,,,,,,
Amistad Academy District,2790013,2018,ELA,High Needs,541.0,538.0,99.4,538.0,106.0,19.7,159.0,29.6,165.0,30.7,108.0,20.1,273.0,50.7
Amistad Academy District,2790013,2018,Math,High Needs,541.0,537.0,99.3,537.0,117.0,21.8,146.0,27.2,161.0,30.0,113.0,21.0,274.0,51.0
Andover School District,0010011,2018,ELA,Non-High Needs,82.0,82.0,100.0,82.0,,,14.0,17.1,,,34.0,41.5,,
Andover School District,0010011,2018,ELA,High Needs,33.0,32.0,97.0,32.0,,,10.0,31.3,,,12.0,37.5,,
Andover School District,0010011,2018,Math,Non-High Needs,82.0,82.0,100.0,82.0,,,,,29.0,35.4,30.0,36.6,59.0,72.0
Andover School District,0010011,2018,Math,High Needs,33.0,32.0,97.0,32.0,,,,,12.0,37.5,9.0,28.1,21.0,65.6
Ansonia School District,0020011,2018,ELA,Non-High Needs,256.0,252.0,98.4,252.0,45.0,17.9,60.0,23.8,92.0,36.5,55.0,21.8,147.0,58.3
Ansonia School District,0020011,2018,ELA,High Needs,821.0,811.0,98.8,811.0,321.0,39.6,235.0,29.0,183.0,22.6,72.0,8.9,255.0,31.4
Ansonia School District,0020011,2018,Math,Non-High Needs,257.0,252.0,98.1,252.0,39.0,15.5,91.0,36.1,81.0,32.1,41.0,16.3,122.0,48.4
Ansonia School District,0020011,2018,Math,High Needs,821.0,812.0,98.9,812.0,341.0,42.0,274.0,33.7,131.0,16.1,66.0,8.1,197.0,24.3
Area Cooperative Educational Services,2440014,2018,ELA,Non-High Needs,560.0,560.0,100.0,560.0,102.0,18.2,148.0,26.4,198.0,35.4,112.0,20.0,310.0,55.4
Area Cooperative Educational Services,2440014,2018,ELA,High Needs,689.0,680.0,98.7,679.0,332.0,48.9,159.0,23.4,150.0,22.1,38.0,5.6,188.0,27.7
Area Cooperative Educational Services,2440014,2018,Math,Non-High Needs,560.0,560.0,100.0,560.0,148.0,26.4,195.0,34.8,123.0,22.0,94.0,16.8,217.0,38.8
Area Cooperative Educational Services,2440014,2018,Math,High Needs,689.0,674.0,97.8,672.0,400.0,59.5,155.0,23.1,78.0,11.6,39.0,5.8,117.0,17.4
Ashford School District,0030011,2018,ELA,Non-High Needs,126.0,122.0,96.8,122.0,8.0,6.6,17.0,13.9,50.0,41.0,47.0,38.5,97.0,79.5
Ashford School District,0030011,2018,ELA,High Needs,111.0,108.0,97.3,108.0,31.0,28.7,31.0,28.7,26.0,24.1,20.0,18.5,46.0,42.6
Ashford School District,0030011,2018,Math,Non-High Needs,126.0,122.0,96.8,122.0,16.0,13.1,35.0,28.7,45.0,36.9,26.0,21.3,71.0,58.2
Ashford School District,0030011,2018,Math,High Needs,111.0,108.0,97.3,108.0,41.0,38.0,35.0,32.4,18.0,16.7,14.0,13.0,32.0,29.6
Avon School District,0040011,2018,ELA,Non-High Needs,1280.0,1278.0,99.8,1278.0,25.0,2.0,134.0,10.5,414.0,32.4,705.0,55.2,1119.0,87.6
Avon School District,0040011,2018,ELA,High Needs,246.0,246.0,100.0,246.0,77.0,31.3,66.0,26.8,71.0,28.9,32.0,13.0,103.0,41.9
Avon School District,0040011,2018,Math,Non-High Needs,1280.0,1278.0,99.8,1278.0,43.0,3.4,168.0,13.1,347.0,27.2,720.0,56.3,1067.0,83.5
Avon School District,0040011,2018,Math,High Needs,246.0,246.0,100.0,246.0,94.0,38.2,70.0,28.5,53.0,21.5,29.0,11.8,82.0,33.3
Barkhamsted School District,0050011,2018,ELA,Non-High Needs,92.0,89.0,96.7,89.0,,,,,36.0,40.4,32.0,36.0,68.0,76.4
Barkhamsted School District,0050011,2018,ELA,High Needs,58.0,53.0,91.4,53.0,,,15.0,28.3,16.0,30.2,,,,
Barkhamsted School District,0050011,2018,Math,Non-High Needs,92.0,89.0,96.7,89.0,,,30.0,33.7,26.0,29.2,,,,
Barkhamsted School District,0050011,2018,Math,High Needs,58.0,52.0,89.7,52.0,19.0,36.5,21.0,40.4,,,,,12.0,23.1
Berlin School District,0070011,2018,ELA,Non-High Needs,911.0,900.0,98.8,900.0,41.0,4.6,157.0,17.4,356.0,39.6,346.0,38.4,702.0,78.0
Berlin School District,0070011,2018,ELA,High Needs,345.0,341.0,98.8,340.0,111.0,32.6,105.0,30.9,81.0,23.8,43.0,12.6,124.0,36.5
Berlin School District,0070011,2018,Math,Non-High Needs,911.0,900.0,98.8,900.0,47.0,5.2,187.0,20.8,310.0,34.4,356.0,39.6,666.0,74.0
Berlin School District,0070011,2018,Math,High Needs,345.0,340.0,98.6,337.0,134.0,39.8,104.0,30.9,62.0,18.4,37.0,11.0,99.0,29.4
Bethany School District,0080011,2018,ELA,Non-High Needs,160.0,152.0,95.0,152.0,6.0,3.9,19.0,12.5,61.0,40.1,66.0,43.4,127.0,83.6
Bethany School District,0080011,2018,ELA,High Needs,58.0,58.0,100.0,58.0,13.0,22.4,20.0,34.5,18.0,31.0,7.0,12.1,25.0,43.1
Bethany School District,0080011,2018,Math,Non-High Needs,160.0,152.0,95.0,152.0,,,37.0,24.3,55.0,36.2,,,,
Bethany School District,0080011,2018,Math,High Needs,58.0,58.0,100.0,58.0,,,16.0,27.6,18.0,31.0,,,,
Bethel School District,0090011,2018,ELA,Non-High Needs,893.0,889.0,99.6,889.0,43.0,4.8,113.0,12.7,359.0,40.4,374.0,42.1,733.0,82.5
Bethel School District,0090011,2018,ELA,High Needs,501.0,493.0,98.4,493.0,121.0,24.5,125.0,25.4,165.0,33.5,82.0,16.6,247.0,50.1
Bethel School District,0090011,2018,Math,Non-High Needs,893.0,889.0,99.6,889.0,39.0,4.4,180.0,20.2,314.0,35.3,356.0,40.0,670.0,75.4
Bethel School District,0090011,2018,Math,High Needs,501.0,493.0,98.4,492.0,137.0,27.8,178.0,36.2,105.0,21.3,72.0,14.6,177.0,36.0
Bloomfield School District,0110011,2018,ELA,Non-High Needs,312.0,312.0,100.0,312.0,56.0,17.9,82.0,26.3,115.0,36.9,59.0,18.9,174.0,55.8
Bloomfield School District,0110011,2018,ELA,High Needs,483.0,481.0,99.6,480.0,195.0,40.6,137.0,28.5,115.0,24.0,33.0,6.9,148.0,30.8
Bloomfield School District,0110011,2018,Math,Non-High Needs,312.0,312.0,100.0,312.0,66.0,21.2,117.0,37.5,80.0,25.6,49.0,15.7,129.0,41.3
Bloomfield School District,0110011,2018,Math,High Needs,482.0,479.0,99.4,479.0,216.0,45.1,165.0,34.4,78.0,16.3,20.0,4.2,98.0,20.5
Bolton School District,0120011,2018,ELA,Non-High Needs,289.0,277.0,95.8,277.0,7.0,2.5,38.0,13.7,102.0,36.8,130.0,46.9,232.0,83.8
Bolton School District,0120011,2018,ELA,High Needs,86.0,85.0,98.8,85.0,27.0,31.8,25.0,29.4,24.0,28.2,9.0,10.6,33.0,38.8
Bolton School District,0120011,2018,Math,Non-High Needs,289.0,277.0,95.8,277.0,6.0,2.2,50.0,18.1,83.0,30.0,138.0,49.8,221.0,79.8
Bolton School District,0120011,2018,Math,High Needs,86.0,85.0,98.8,85.0,27.0,31.8,29.0,34.1,21.0,24.7,8.0,9.4,29.0,34.1
Booker T. Washington Academy District,2950013,2018,ELA,Non-High Needs,7.0,7.0,,7.0,,,,,,,,,,
Booker T. Washington Academy District,2950013,2018,ELA,High Needs,65.0,65.0,100.0,65.0,,,,,,,,,,
Booker T. Washington Academy District,2950013,2018,Math,Non-High Needs,7.0,7.0,,7.0,,,,,,,,,,
Booker T. Washington Academy District,2950013,2018,Math,High Needs,65.0,65.0,100.0,65.0,,,,,,,,,,
Bozrah School District,0130011,2018,ELA,Non-High Needs,88.0,88.0,100.0,88.0,,,21.0,23.9,39.0,44.3,,,,
Bozrah School District,0130011,2018,ELA,High Needs,47.0,45.0,95.7,45.0,15.0,33.3,16.0,35.6,,,,,14.0,31.1
Bozrah School District,0130011,2018,Math,Non-High Needs,88.0,88.0,100.0,88.0,,,31.0,35.2,30.0,34.1,,,,
Bozrah School District,0130011,2018,Math,High Needs,47.0,45.0,95.7,45.0,24.0,53.3,12.0,26.7,,,,,9.0,20.0
Branford School District,0140011,2018,ELA,Non-High Needs,759.0,752.0,99.1,752.0,73.0,9.7,174.0,23.1,263.0,35.0,242.0,32.2,505.0,67.2
Branford School District,0140011,2018,ELA,High Needs,531.0,523.0,98.5,521.0,193.0,37.0,137.0,26.3,124.0,23.8,67.0,12.9,191.0,36.7
Branford School District,0140011,2018,Math,Non-High Needs,759.0,752.0,99.1,751.0,86.0,11.5,161.0,21.4,234.0,31.2,270.0,36.0,504.0,67.1
Branford School District,0140011,2018,Math,High Needs,531.0,523.0,98.5,522.0,199.0,38.1,132.0,25.3,116.0,22.2,75.0,14.4,191.0,36.6
Brass City Charter School District,2900013,2018,ELA,Non-High Needs,42.0,42.0,100.0,42.0,,,,,10.0,23.8,19.0,45.2,29.0,69.0
Brass City Charter School District,2900013,2018,ELA,High Needs,69.0,69.0,100.0,69.0,,,,,23.0,33.3,21.0,30.4,44.0,63.8
Brass City Charter School District,2900013,2018,Math,Non-High Needs,42.0,42.0,100.0,42.0,,,,,13.0,31.0,18.0,42.9,31.0,73.8
Brass City Charter School District,2900013,2018,Math,High Needs,69.0,69.0,100.0,69.0,,,19.0,27.5,26.0,37.7,,,,
Bridgeport School District,0150011,2018,ELA,Non-High Needs,1605.0,1600.0,99.7,1600.0,414.0,25.9,456.0,28.5,467.0,29.2,263.0,16.4,730.0,45.6
Bridgeport School District,0150011,2018,ELA,High Needs,7848.0,7815.0,99.6,7814.0,4174.0,53.4,1946.0,24.9,1315.0,16.8,379.0,4.9,1694.0,21.7
Bridgeport School District,0150011,2018,Math,Non-High Needs,1601.0,1594.0,99.6,1594.0,627.0,39.3,544.0,34.1,264.0,16.6,159.0,10.0,423.0,26.5
Bridgeport School District,0150011,2018,Math,High Needs,7833.0,7795.0,99.5,7793.0,4968.0,63.7,1851.0,23.8,733.0,9.4,241.0,3.1,974.0,12.5
Bristol School District,0170011,2018,ELA,Non-High Needs,1496.0,1496.0,100.0,1496.0,131.0,8.8,277.0,18.5,622.0,41.6,466.0,31.1,1088.0,72.7
Bristol School District,0170011,2018,ELA,High Needs,2139.0,2127.0,99.4,2127.0,731.0,34.4,580.0,27.3,587.0,27.6,229.0,10.8,816.0,38.4
Bristol School District,0170011,2018,Math,Non-High Needs,1492.0,1490.0,99.9,1490.0,167.0,11.2,422.0,28.3,484.0,32.5,417.0,28.0,901.0,60.5
Bristol School District,0170011,2018,Math,High Needs,2137.0,2119.0,99.2,2119.0,894.0,42.2,648.0,30.6,404.0,19.1,173.0,8.2,577.0,27.2
Brookfield School District,0180011,2018,ELA,Non-High Needs,866.0,825.0,95.3,825.0,33.0,4.0,164.0,19.9,334.0,40.5,294.0,35.6,628.0,76.1
Brookfield School District,0180011,2018,ELA,High Needs,376.0,344.0,91.5,344.0,100.0,29.1,95.0,27.6,105.0,30.5,44.0,12.8,149.0,43.3
Brookfield School District,0180011,2018,Math,Non-High Needs,866.0,822.0,94.9,822.0,43.0,5.2,198.0,24.1,300.0,36.5,281.0,34.2,581.0,70.7
Brookfield School District,0180011,2018,Math,High Needs,376.0,344.0,91.5,344.0,113.0,32.8,119.0,34.6,70.0,20.3,42.0,12.2,112.0,32.6
Brooklyn School District,0190011,2018,ELA,Non-High Needs,313.0,313.0,100.0,313.0,17.0,5.4,51.0,16.3,125.0,39.9,120.0,38.3,245.0,78.3
Brooklyn School District,0190011,2018,ELA,High Needs,205.0,202.0,98.5,202.0,60.0,29.7,60.0,29.7,48.0,23.8,34.0,16.8,82.0,40.6
Brooklyn School District,0190011,2018,Math,Non-High Needs,313.0,313.0,100.0,313.0,25.0,8.0,97.0,31.0,98.0,31.3,93.0,29.7,191.0,61.0
Brooklyn School District,0190011,2018,Math,High Needs,205.0,203.0,99.0,203.0,77.0,37.9,72.0,35.5,39.0,19.2,15.0,7.4,54.0,26.6
Canaan School District,0210011,2018,ELA,Non-High Needs,33.0,33.0,100.0,33.0,,,,,,,,,,
Canaan School District,0210011,2018,ELA,High Needs,14.0,13.0,,13.0,,,,,,,,,,
Canaan School District,0210011,2018,Math,Non-High Needs,33.0,33.0,100.0,33.0,,,,,,,,,,
Canaan School District,0210011,2018,Math,High Needs,14.0,13.0,,13.0,,,,,,,,,,
Canterbury School District,0220011,2018,ELA,Non-High Needs,142.0,142.0,100.0,142.0,17.0,12.0,31.0,21.8,62.0,43.7,32.0,22.5,94.0,66.2
Canterbury School District,0220011,2018,ELA,High Needs,125.0,124.0,99.2,124.0,31.0,25.0,34.0,27.4,38.0,30.6,21.0,16.9,59.0,47.6
Canterbury School District,0220011,2018,Math,Non-High Needs,142.0,142.0,100.0,142.0,21.0,14.8,47.0,33.1,53.0,37.3,21.0,14.8,74.0,52.1
